player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,pass_comp_pct,pct_owned,fumble_TD,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Lamar Jackson,QB,BAL,NA,27.3,17.8,219.2,NA,1.6,0.5,NA,5.6,31.6,NA,0.1,0.3,18.1,NA,17233,FantasyPros,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,34.1,22.3,226.7,NA,1.7,0.7,NA,4.4,20.1,NA,0.2,0.2,18,NA,22910,FantasyPros,16582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,36.7,23.7,248.5,NA,1.9,0.6,NA,2.5,10.3,NA,0.1,0.2,18,NA,19196,FantasyPros,14777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,30.4,19.9,229.1,NA,1.7,0.6,NA,3.4,17.7,NA,0.1,0.2,17.2,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,WAS,NA,29.6,18.9,210.6,NA,1.3,0.7,NA,6.5,35,NA,0.2,0.2,17,NA,13890,FantasyPros,12141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,30.6,19.9,232.9,NA,1.7,0.5,NA,2.9,13.9,NA,0.1,0.2,17,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,30.5,19.3,218.7,NA,1.3,0.8,NA,5,20.4,NA,0.3,0.3,16.8,NA,19780,FantasyPros,15237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,IND,NA,30.5,20.6,229.5,NA,1.4,0.7,NA,3.4,17.1,NA,0.2,0.3,16.6,NA,18232,FantasyPros,14059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,28.7,18,225,NA,1.4,0.7,NA,3.6,20,NA,0.1,0.2,16.1,NA,18635,FantasyPros,14779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SEA,NA,29.5,20.1,243.9,NA,1.6,0.8,NA,1.8,7,NA,0,0.3,15.9,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,ARI,NA,35.9,23.8,238.9,NA,1.3,0.6,NA,3.2,13.7,NA,0.1,0.3,15.8,NA,15642,FantasyPros,12616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,32.9,19.5,208,NA,1.3,0.5,NA,4.5,22.1,NA,0.2,0.2,15.7,NA,23084,FantasyPros,16579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,28.4,19.3,192,NA,1.3,0.7,NA,5.7,28.4,NA,0.2,0.3,15.5,NA,10007,FantasyPros,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,33.6,22.2,234,NA,1.3,0.6,NA,3.3,16.6,NA,0.1,0.2,15.4,NA,23071,FantasyPros,16150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Shough,QB,NO,NA,32.8,21,227.7,NA,1.2,0.8,NA,3.8,13.6,NA,0.1,0.3,14.3,NA,23096,FantasyPros,17039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,PIT,NA,31.1,19.5,203.7,NA,1.4,0.6,NA,1.2,4.6,NA,0,0.2,13.5,NA,9001,FantasyPros,7836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,29.7,19.6,203.4,NA,1.4,0.9,NA,1.8,5.4,NA,0,0.2,13.2,NA,19198,FantasyPros,14778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.J. McCarthy,QB,MIN,NA,25.2,15.8,204.2,NA,1.2,1,NA,2.2,12.2,NA,0.1,0.3,13.2,NA,23018,FantasyPros,16584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,32,19.8,210.2,NA,1.2,0.7,NA,1.3,4.8,NA,0,0.3,12.7,NA,11177,FantasyPros,10700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shedeur Sanders,QB,CLE,NA,29.3,17.4,189.5,NA,1.2,0.8,NA,2.5,10.9,NA,0.1,0.2,12.6,NA,25968,FantasyPros,17031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,LV,NA,31.1,19.9,203.3,NA,1,1,NA,2.8,10.1,NA,0,0.2,12.1,NA,11687,FantasyPros,11150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,31.5,18.7,192,NA,0.8,0.6,NA,2.7,11.4,NA,0.1,0.3,11.4,NA,24755,FantasyPros,17030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,0.6,0.4,74.5,NA,0.5,0.2,NA,0.2,9.5,NA,0,0.1,6,NA,22902,FantasyPros,16581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Brosmer,QB,MIN,NA,5.8,3.8,42.2,NA,0.2,0.2,NA,0.8,3.1,NA,0,0,2.9,NA,27580,FantasyPros,17282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,LAC,NA,6.1,3.6,41.7,NA,0.2,0.1,NA,0.4,1.6,NA,0,0,2.5,NA,20082,FantasyPros,15240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,IND,NA,1.5,0.9,9,NA,0.1,0,NA,0.2,1,NA,0,0,0.9,NA,18323,FantasyPros,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Milroe,QB,SEA,NA,0.4,0.2,2.6,NA,0,0,NA,0.7,3.1,NA,0.1,0.1,0.6,NA,22884,FantasyPros,17033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Rattler,QB,NO,NA,0.9,0.6,5.7,NA,0.1,0,NA,0.1,0.6,NA,0,0,0.5,NA,23081,FantasyPros,16586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Trubisky,QB,BUF,NA,0.6,0.4,4.9,NA,0.1,0,NA,0.2,0.8,NA,0,0,0.5,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson Sr.,QB,IND,NA,0.7,0.4,4.9,NA,0.1,0,NA,0.2,0.7,NA,0,0,0.5,NA,24347,FantasyPros,16152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Milton III,QB,DAL,NA,0.8,0.5,5.5,NA,0.1,0,NA,0.2,0.4,NA,0,0,0.5,NA,25967,FantasyPros,16585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,GB,NA,0.6,0.4,4.5,NA,0.1,0,NA,0.2,0.7,NA,0,0,0.4,NA,23499,FantasyPros,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CIN,NA,0.8,0.5,4.9,NA,0.1,0,NA,0.1,0.5,NA,0,0,0.4,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,KC,NA,0.7,0.5,4.9,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.4,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,0.6,0.4,4.1,NA,0.1,0,NA,0.2,0.8,NA,0,0,0.4,NA,19297,FantasyPros,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,0.6,0.4,4.6,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.4,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,MIA,NA,0.6,0.4,4,NA,0.1,0,NA,0.1,0.7,NA,0,0,0.4,NA,22679,FantasyPros,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,JAC,NA,0.7,0.4,4.7,NA,0.1,0,NA,0.2,0.4,NA,0,0,0.4,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LAR,NA,0.7,0.5,5.2,NA,0.1,0,NA,0.1,0.2,NA,0,0,0.4,NA,12208,FantasyPros,11760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyson Bagent,QB,CHI,NA,0.7,0.4,4,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.4,NA,25321,FantasyPros,16384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dillon Gabriel,QB,CLE,NA,0.7,0.4,4.1,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.4,NA,23150,FantasyPros,17037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,NYJ,NA,0.6,0.4,3.6,NA,0.1,0,NA,0.1,0.7,NA,0,0,0.4,NA,19781,FantasyPros,15238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,DEN,NA,0.7,0.5,4.6,NA,0.1,0,NA,0.2,0.3,NA,0,0,0.4,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Rudolph,QB,PIT,NA,0.6,0.4,3.8,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.4,NA,17234,FantasyPros,13595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanner McKee,QB,PHI,NA,0.5,0.3,3.6,NA,0.1,0,NA,0.2,0.2,NA,0,0,0.4,NA,24740,FantasyPros,15702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,0.7,0.5,4.2,NA,0,0,NA,0.2,0.6,NA,0,0,0.2,NA,22799,FantasyPros,15252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,TB,NA,0.7,0.4,4.6,NA,0,0,NA,0.2,0.4,NA,0,0,0.2,NA,12088,FantasyPros,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Pickett,QB,LV,NA,0.7,0.4,3.9,NA,0,0,NA,0.1,0.4,NA,0,0,0.2,NA,22722,FantasyPros,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,TEN,NA,0.6,0.4,3.4,NA,0,0,NA,0.1,0.3,NA,0,0,0.2,NA,15745,FantasyPros,12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,DET,NA,0.4,0.3,2.7,NA,0,0,NA,0.1,0.1,NA,0,0,0.1,NA,17869,FantasyPros,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,29.9,20.2,242.7,NA,2,0.7,117.3,6.5,35.5,NA,0.7,NA,26.13,NA,13761,FleaFlicker,13589,7,CINSun 1:00 PM,QB1,20/29,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,37.1,24.4,277.7,NA,2,0.7,105.3,3.6,12.9,NA,0.1,NA,24.04,NA,12159,FleaFlicker,12620,0,@DETThu 8:15 PM,QB5,24/37,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,33.1,23.1,268.8,NA,2,0.6,114.2,1.5,4.8,NA,0,NA,22.68,NA,12102,FleaFlicker,12611,8,DALThu 8:15 PM,QB13,23/33,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,34.1,21.5,238.6,NA,2,0.7,102.3,4.9,27.3,NA,0.2,NA,22.44,NA,12894,FleaFlicker,13116,0,HOUSun 8:20 PM,QB2,21/34,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,34.6,23.2,261.8,NA,2,0.5,110,1.3,3.6,NA,0,NA,22.21,NA,6038,FleaFlicker,9431,8,@ARISun 4:25 PM,QB7,23/34,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,27.4,17.8,219.2,NA,2,0.5,113,5.6,31.6,NA,0.1,NA,21.42,NA,13775,FleaFlicker,13593,7,PITSun 1:00 PM,QB6,17/27,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,34.1,22.4,226.7,NA,2,0.7,103.3,4.4,20.1,NA,0.2,NA,20.98,NA,18362,FleaFlicker,16582,2,@LVSun 4:05 PM,QB14,22/34,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,36.7,23.7,248.5,NA,2,0.6,102.5,2.5,10.3,NA,0.1,NA,20.44,NA,15532,FleaFlicker,14777,0,@BUFSun 1:00 PM,QB8,23/36,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,30.4,19.9,229.1,NA,2,0.6,108.9,3.4,17.7,NA,0.1,NA,20.12,NA,13758,FleaFlicker,13590,9,NOSun 1:00 PM,QB16,19/30,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,30.6,19.9,232.9,NA,2,0.5,109.3,2.9,13.9,NA,0.1,NA,20.1,NA,15522,FleaFlicker,14782,5,CHISun 4:25 PM,QB18,19/30,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,29.6,19.4,212.1,NA,1,0.4,98.6,7.8,33.3,NA,0.6,NA,20.06,NA,15581,FleaFlicker,14783,9,@LACMon 8:15 PM,QB3,19/29,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SEA,NA,29.5,20.1,243.9,NA,2,0.8,117.5,1.8,7,NA,0,NA,18.96,NA,13770,FleaFlicker,13592,8,@ATLSun 1:00 PM,QB19,20/29,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,WAS,NA,29.6,18.9,210.6,NA,1,0.7,95.5,6.5,35,NA,0.2,NA,17.35,NA,11184,FleaFlicker,12141,2,@MINSun 1:00 PM,QB27,18/29,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,30.4,19.3,218.7,NA,1,0.8,96.2,5,20.4,NA,0.3,NA,16.76,NA,16242,FleaFlicker,15237,8,INDSun 1:00 PM,QB20,19/30,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,IND,NA,30.5,20.6,229.5,NA,1,0.7,100.6,3.4,17.1,NA,0.2,NA,16.65,NA,14668,FleaFlicker,14059,1,@JACSun 1:00 PM,QB15,20/30,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,32.9,19.5,208,NA,1,0.5,89.1,4.5,22.1,NA,0.2,NA,16.21,NA,18383,FleaFlicker,16579,5,@GBSun 4:25 PM,QB12,19/32,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,28.7,18,225,NA,1,0.7,100.9,3.6,20,NA,0.1,NA,16.15,NA,15516,FleaFlicker,14779,2,PHIMon 8:15 PM,QB11,18/28,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,ARI,NA,35.9,23.8,238.9,NA,1,0.6,94.7,3.2,13.7,NA,0.1,NA,16.11,NA,12079,FleaFlicker,12616,8,LARSun 4:25 PM,QB17,23/35,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,33.6,22.2,234.1,NA,1,0.6,97.3,3.3,16.6,NA,0.1,NA,16.1,NA,17589,FleaFlicker,16150,6,@KCSun 8:20 PM,QB22,22/33,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,28.4,19.3,192,NA,1,0.7,99.1,5.7,28.4,NA,0.2,NA,15.52,NA,7592,FleaFlicker,10413,9,MIASun 1:00 PM,QB24,19/28,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,PIT,NA,31.1,19.5,203.8,NA,1,0.6,91.2,1.2,4.6,NA,0,NA,15.37,NA,3452,FleaFlicker,7836,5,@BALSun 1:00 PM,QB26,19/31,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.J. McCarthy,QB,MIN,NA,25.2,15.8,204.2,NA,1,1,82.8,2.2,12.2,NA,0.1,NA,15.37,NA,18387,FleaFlicker,16584,6,WASSun 1:00 PM,QB31,15/25,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Shough,QB,NO,NA,32.8,21,227.7,NA,1,0.8,94.1,3.8,13.6,NA,0.1,NA,15.09,NA,19321,FleaFlicker,17039,1,@TBSun 1:00 PM,QB28,20/32,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,31.5,18.7,192,NA,1,0.7,87,2.7,11.4,NA,0.1,NA,13.34,NA,19243,FleaFlicker,17030,0,@CLESun 1:00 PM,QB32,18/31,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,32,19.8,210.2,NA,1,0.7,92.1,1.3,4.8,NA,0,NA,13.27,NA,8625,FleaFlicker,10700,5,SEASun 1:00 PM,QB30,19/31,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,LV,NA,31.1,19.9,203.3,NA,1,1,91.2,2.8,10.1,NA,0,NA,13.12,NA,9372,FleaFlicker,11150,8,DENSun 4:05 PM,QB29,19/31,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shedeur Sanders,QB,CLE,NA,29.3,17.4,189.4,NA,1,0.8,89.6,2.5,10.8,NA,0.1,NA,12.8,NA,19415,FleaFlicker,17031,9,TENSun 1:00 PM,QB33,17/29,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,29.6,19.6,203.4,NA,1,0.9,97.3,1.8,5.4,NA,0,NA,12.65,NA,15533,FleaFlicker,14778,2,@NYJSun 1:00 PM,QB23,19/29,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,0.6,0.4,74.5,NA,1,0.2,0.6,0.1,9.5,NA,0,NA,8.29,NA,18372,FleaFlicker,16581,2,@MINSun 1:00 PM,QB21,0/0,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Max Brosmer,QB,MIN,NA,5.8,3.8,42.1,NA,0.2,0.2,87.1,0.8,3.1,NA,0,NA,3.14,NA,19551,FleaFlicker,17282,6,WASSun 1:00 PM,QB41,3/5,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,LAC,NA,6.1,3.5,41.7,NA,0.2,0.1,72.2,0.4,1.6,NA,0,NA,2.78,NA,16259,FleaFlicker,15240,2,PHIMon 8:15 PM,NA,3/6,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,IND,NA,1.5,0.9,9,NA,0.1,0,64.6,0.2,1,NA,0,NA,0.95,NA,15063,FleaFlicker,14065,1,@JACSun 1:00 PM,NA,0/1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Milroe,QB,SEA,NA,0.3,0.2,2.5,NA,0,0,0.3,0.7,3,NA,0.1,NA,0.64,NA,19327,FleaFlicker,17033,8,@ATLSun 1:00 PM,NA,0/0,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Rattler,QB,NO,NA,0.8,0.6,5.7,NA,0.1,0,0.8,0.1,0.6,NA,0,NA,0.53,NA,18553,FleaFlicker,16586,1,@TBSun 1:00 PM,QB43,0/0,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Trubisky,QB,BUF,NA,0.6,0.4,4.9,NA,0.1,0,0.6,0.1,0.8,NA,0,NA,0.53,NA,12893,FleaFlicker,13115,7,CINSun 1:00 PM,NA,0/0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Milton,QB,DAL,NA,0.8,0.5,5.5,NA,0.1,0,0.8,0.1,0.3,NA,0,NA,0.52,NA,18495,FleaFlicker,16585,0,@DETThu 8:15 PM,NA,0/0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRAnthony Richardson,QB,IND,NA,0.7,0.4,4.8,NA,0.1,0,0.7,0.1,0.7,NA,0,NA,0.5,NA,17586,FleaFlicker,16152,1,@JACSun 1:00 PM,NA,0/0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,CIN,NA,0.8,0.5,4.8,NA,0.1,0,0.8,0.1,0.5,NA,0,NA,0.49,NA,5336,FleaFlicker,9064,0,@BUFSun 1:00 PM,QB34,0/0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,KC,NA,0.7,0.5,4.8,NA,0.1,0,0.7,0.1,0.5,NA,0,NA,0.49,NA,14860,FleaFlicker,14067,0,HOUSun 8:20 PM,NA,0/0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,GB,NA,0.6,0.3,4.5,NA,0.1,0,0.6,0.1,0.7,NA,0,NA,0.49,NA,16845,FleaFlicker,15694,5,CHISun 4:25 PM,NA,0/0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,NA,NA,261.85,NA,2.11,0.81,NA,NA,36.65,NA,0.63,0.24,24.32,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
