team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
MIN,1.5,0,3.2,NA,0.5,NA,0.2,14.8,NA,NA,NA,272,NA,14.7,NA,FantasySharks,0524,NA,D,"Vikings, Minnesota",NA,NA,NA,NA,@SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,1.2,0.1,2.4,NA,0.8,NA,0.3,21.4,NA,NA,NA,275,NA,14.1,NA,FantasySharks,0506,NA,D,"Bengals, Cincinnati",NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,1.2,0,3.2,NA,0.7,NA,0.1,18.3,NA,NA,NA,265.2,NA,14,NA,FantasySharks,0502,NA,D,"Colts, Indianapolis",NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,1,0,2.6,NA,0.9,NA,0.2,17.6,NA,NA,NA,256.9,NA,14,NA,FantasySharks,0501,NA,D,"Bills, Buffalo",NA,NA,NA,NA,NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.9,0.1,2.6,NA,0.4,NA,0.3,18.2,NA,NA,NA,289.2,NA,13.7,NA,FantasySharks,0515,NA,D,"Seahawks, Seattle",NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.9,0,2.5,NA,0.4,NA,0.2,14.8,NA,NA,NA,233.1,NA,13,NA,FantasySharks,0522,NA,D,"Lions, Detroit",NA,NA,NA,NA,@CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KCC,1.1,0,3,NA,0.4,NA,0,14.1,NA,NA,NA,239.5,NA,12.6,NA,FantasySharks,0512,NA,D,"Chiefs, Kansas City",NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,1.5,0,2.9,NA,0.4,NA,0.2,20.7,NA,NA,NA,307.5,NA,12.5,NA,FantasySharks,0532,NA,D,"Texans, Houston",NA,NA,NA,NA,@KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.8,0,3,NA,0.6,NA,0,14.2,NA,NA,NA,221.8,NA,12.3,NA,FantasySharks,0518,NA,D,"Eagles, Philadelphia",NA,NA,NA,NA,@WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,1.1,0.2,2.6,NA,0.4,NA,0,19.5,NA,NA,NA,220.1,NA,12.3,NA,FantasySharks,0508,NA,D,"Titans, Tennessee",NA,NA,NA,NA,@IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,0.1,2.7,NA,0.5,NA,0.1,17.5,NA,NA,NA,239.1,NA,12.1,NA,FantasySharks,0526,NA,D,"Falcons, Atlanta",NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.5,0.2,3.1,NA,0.6,NA,0.1,16.4,NA,NA,NA,263.6,NA,12.1,NA,FantasySharks,0519,NA,D,"Cardinals, Arizona",NA,NA,NA,NA,@CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.3,0,3.1,NA,0.7,NA,0.1,19.9,NA,NA,NA,292,NA,12.1,NA,FantasySharks,0517,NA,D,"Giants, New York",NA,NA,NA,NA,@ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SFO,0.7,0,2.7,NA,0.4,NA,0.1,20.3,NA,NA,NA,273.4,NA,12,NA,FantasySharks,0530,NA,D,"49ers, San Francisco",NA,NA,NA,NA,@MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,1,0,3.1,NA,0.6,NA,0.3,25.4,NA,NA,NA,342.4,NA,12,NA,FantasySharks,0516,NA,D,"Cowboys, Dallas",NA,NA,NA,NA,TBB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LVR,0.8,0,3,NA,0.1,NA,0.1,19.1,NA,NA,NA,243.8,NA,11.9,NA,FantasySharks,0513,NA,D,"Raiders, Las Vegas",NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,0,3.5,NA,0.3,NA,0,19.4,NA,NA,NA,285.5,NA,11.8,NA,FantasySharks,0531,NA,D,"Ravens, Baltimore",NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.4,0,2.3,NA,0.2,NA,0.2,18.3,NA,NA,NA,283.6,NA,11.2,NA,FantasySharks,0509,NA,D,"Jaguars, Jacksonville",NA,NA,NA,NA,@LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.6,0,2.4,NA,0.4,NA,0,19.9,NA,NA,NA,287,NA,11,NA,FantasySharks,0503,NA,D,"Dolphins, Miami",NA,NA,NA,NA,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.9,0,2.7,NA,0.2,NA,0.1,19,NA,NA,NA,347.7,NA,10.5,NA,FantasySharks,0514,NA,D,"Chargers, Los Angeles",NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.7,0.1,2.3,NA,0.3,NA,0.3,21.7,NA,NA,NA,318.3,NA,10.1,NA,FantasySharks,0528,NA,D,"Rams, Los Angeles",NA,NA,NA,NA,@NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TBB,0.4,0.1,2.7,NA,0.7,NA,0,19.9,NA,NA,NA,323.3,NA,10,NA,FantasySharks,0525,NA,D,"Buccaneers, Tampa Bay",NA,NA,NA,NA,@DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GBP,0.9,0,2.9,NA,0.5,NA,0,22.1,NA,NA,NA,326,NA,9.8,NA,FantasySharks,0523,NA,D,"Packers, Green Bay",NA,NA,NA,NA,NOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.8,0,2.3,NA,0.8,NA,0.1,21.7,NA,NA,NA,357.8,NA,9.3,NA,FantasySharks,0510,NA,D,"Steelers, Pittsburgh",NA,NA,NA,NA,@BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.4,0.1,2.4,NA,0.5,NA,0,26.1,NA,NA,NA,334.1,NA,8.4,NA,FantasySharks,0507,NA,D,"Browns, Cleveland",NA,NA,NA,NA,@CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,0,2.3,NA,0.4,NA,0,26.5,NA,NA,NA,367.8,NA,7.3,NA,FantasySharks,0527,NA,D,"Panthers, Carolina",NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.3,0,2,NA,0.5,NA,0,24.8,NA,NA,NA,350.3,NA,6.9,NA,FantasySharks,0520,NA,D,"Commanders, Washington",NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,0,1.8,NA,0.5,NA,0,26.8,NA,NA,NA,416.2,NA,6.3,NA,FantasySharks,0521,NA,D,"Bears, Chicago",NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.3,0,2.2,NA,0.4,NA,0.1,28.3,NA,NA,NA,377,NA,6.3,NA,FantasySharks,0505,NA,D,"Jets, New York",NA,NA,NA,NA,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOS,0.6,0.1,2.3,NA,0.1,NA,0,23.3,NA,NA,NA,437.7,NA,5.7,NA,FantasySharks,0529,NA,D,"Saints, New Orleans",NA,NA,NA,NA,@GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEP,0.3,0,1.2,NA,0.1,NA,0.1,30.8,NA,NA,NA,443,NA,3.4,NA,FantasySharks,0504,NA,D,"Patriots, New England",NA,NA,NA,NA,@BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SEA,0.8,NA,3.1,NA,0.6,0.8,0.1,21.5,NA,NA,NA,362.1,NA,11.02,NA,FleaFlicker,0515,2354,DST,Seattle Seahawks,NA,NA,NA,NA,MINSun 4:05 PM,10,D/ST17,0,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.8,NA,2.8,NA,0.6,0.9,0.2,17.7,NA,NA,NA,338.5,NA,10.67,NA,FleaFlicker,0501,2331,DST,Buffalo Bills,NA,NA,NA,NA,NESun 4:25 PM,12,D/ST2,0,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.9,NA,3.1,NA,0.4,0.7,0.1,18.8,NA,NA,NA,329.8,NA,10.64,NA,FleaFlicker,0524,2345,DST,Minnesota Vikings,NA,NA,NA,NA,@SEASun 4:05 PM,6,D/ST6,0,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KC,0.7,NA,3.2,NA,0.4,0.6,0.2,19.4,NA,NA,NA,325.5,NA,10.45,NA,FleaFlicker,0512,2343,DST,Kansas City Chiefs,NA,NA,NA,NA,HOUSat 1:00 PM,6,D/ST5,0,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAL,0.7,NA,3,NA,0.5,0.8,0.2,19.7,NA,NA,NA,332.6,NA,10.24,NA,FleaFlicker,0531,2330,DST,Baltimore Ravens,NA,NA,NA,NA,PITSat 4:30 PM,14,D/ST10,0,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHI,0.7,NA,2.8,NA,0.5,0.9,0.1,21.9,NA,NA,NA,329.6,NA,10.21,NA,FleaFlicker,0518,2351,DST,Philadelphia Eagles,NA,NA,NA,NA,@WASSun 1:00 PM,5,D/ST1,0,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DEN,0.5,NA,3.2,NA,0.5,0.7,0.1,20.5,NA,NA,NA,318.4,NA,10.06,NA,FleaFlicker,0511,2337,DST,Denver Broncos,NA,NA,NA,NA,@LACThu 8:15 PM,14,D/ST13,0,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,0.8,NA,2.7,NA,0.5,0.8,0.2,14.9,NA,NA,NA,316.8,NA,10.05,NA,FleaFlicker,0523,2339,DST,Green Bay Packers,NA,NA,NA,NA,NOMon 8:15 PM,10,D/ST9,0,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.8,NA,2.7,NA,0.6,0.8,0.1,17.4,NA,NA,NA,324.2,NA,10.01,NA,FleaFlicker,0526,2329,DST,Atlanta Falcons,NA,NA,NA,NA,NYGSun 1:00 PM,12,D/ST18,0,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.7,NA,2.5,NA,0.5,0.9,0.1,24.1,NA,NA,NA,376.5,NA,9.73,NA,FleaFlicker,0516,2336,DST,Dallas Cowboys,NA,NA,NA,NA,TBSun 8:20 PM,7,D/ST24,0,63%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DET,0.7,NA,2.9,NA,0.5,0.7,0.1,20.8,NA,NA,NA,331.4,NA,9.73,NA,FleaFlicker,0522,2338,DST,Detroit Lions,NA,NA,NA,NA,@CHISun 1:00 PM,5,D/ST3,0,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WAS,0.6,NA,2.9,NA,0.5,0.7,0.1,24.8,NA,NA,NA,349.6,NA,9.73,NA,FleaFlicker,0520,2359,DST,Washington Commanders,NA,NA,NA,NA,PHISun 1:00 PM,14,D/ST20,0,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.8,NA,2.7,NA,0.4,0.7,0.1,21.3,NA,NA,NA,319,NA,9.61,NA,FleaFlicker,0532,2340,DST,Houston Texans,NA,NA,NA,NA,@KCSat 1:00 PM,14,D/ST8,0,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,NA,2.4,NA,0.5,1,0.1,24.3,NA,NA,NA,345.8,NA,9.45,NA,FleaFlicker,0517,2348,DST,New York Giants,NA,NA,NA,NA,@ATLSun 1:00 PM,11,D/ST30,0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TB,0.7,NA,2.3,NA,0.6,0.9,0.1,22.1,NA,NA,NA,327.6,NA,9.26,NA,FleaFlicker,0525,2357,DST,Tampa Bay Buccaneers,NA,NA,NA,NA,@DALSun 8:20 PM,11,D/ST14,0,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.7,NA,2.4,NA,0.5,0.8,0.1,23.6,NA,NA,NA,341.6,NA,9.13,NA,FleaFlicker,0530,2355,DST,San Francisco 49ers,NA,NA,NA,NA,@MIASun 4:25 PM,9,D/ST15,0,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.8,NA,2.3,NA,0.5,0.7,0.1,20.2,NA,NA,NA,317.6,NA,9.06,NA,FleaFlicker,0519,2328,DST,Arizona Cardinals,NA,NA,NA,NA,@CARSun 1:00 PM,11,D/ST11,0,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.9,NA,2.2,NA,0.5,0.6,0.1,19.1,NA,NA,NA,325.8,NA,8.87,NA,FleaFlicker,0506,2334,DST,Cincinnati Bengals,NA,NA,NA,NA,CLESun 1:00 PM,12,D/ST19,0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CLE,0.6,NA,2.4,NA,0.4,0.7,0.1,25.9,NA,NA,NA,372.4,NA,8.85,NA,FleaFlicker,0507,2335,DST,Cleveland Browns,NA,NA,NA,NA,@CINSun 1:00 PM,10,D/ST25,0,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYJ,0.7,NA,2.3,NA,0.5,0.8,0.1,23.9,NA,NA,NA,344.2,NA,8.71,NA,FleaFlicker,0505,2349,DST,New York Jets,NA,NA,NA,NA,LARSun 1:00 PM,12,D/ST16,0,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAR,0.6,NA,2.4,NA,0.5,0.7,0.1,22.9,NA,NA,NA,339.5,NA,8.68,NA,FleaFlicker,0528,2356,DST,Los Angeles Rams,NA,NA,NA,NA,@NYJSun 1:00 PM,6,D/ST29,0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIA,0.7,NA,2.3,NA,0.5,0.6,0.1,22.6,NA,NA,NA,358.8,NA,8.62,NA,FleaFlicker,0503,2344,DST,Miami Dolphins,NA,NA,NA,NA,SFSun 4:25 PM,6,D/ST26,0,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIT,0.5,NA,2,NA,0.6,1.1,0.1,26.4,NA,NA,NA,389.2,NA,8.61,NA,FleaFlicker,0510,2352,DST,Pittsburgh Steelers,NA,NA,NA,NA,@BALSat 4:30 PM,9,D/ST7,0,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,0.8,NA,1.9,NA,0.5,0.8,0.1,18.5,NA,NA,NA,333,NA,8.51,NA,FleaFlicker,0502,2341,DST,Indianapolis Colts,NA,NA,NA,NA,TENSun 1:00 PM,14,D/ST4,0,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEN,0.8,NA,1.8,NA,0.6,0.8,0.1,22.1,NA,NA,NA,325.4,NA,8.2,NA,FleaFlicker,0508,2358,DST,Tennessee Titans,NA,NA,NA,NA,@INDSun 1:00 PM,5,D/ST28,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LAC,0.8,NA,2,NA,0.5,0.6,0.1,19.2,NA,NA,NA,322,NA,8.15,NA,FleaFlicker,0514,2353,DST,Los Angeles Chargers,NA,NA,NA,NA,DENThu 8:15 PM,5,D/ST12,0,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHI,0.7,NA,2.2,NA,0.4,0.6,0.1,27,NA,NA,NA,406.8,NA,8.12,NA,FleaFlicker,0521,2333,DST,Chicago Bears,NA,NA,NA,NA,DETSun 1:00 PM,7,D/ST21,0,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.9,NA,1.9,NA,0.4,0.4,0.1,21.2,NA,NA,NA,323.9,NA,7.73,NA,FleaFlicker,0513,2350,DST,Las Vegas Raiders,NA,NA,NA,NA,JACSun 4:25 PM,10,D/ST27,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JAC,0.7,NA,2,NA,0.4,0.5,0.1,20.9,NA,NA,NA,349.5,NA,7.65,NA,FleaFlicker,0509,2342,DST,Jacksonville Jaguars,NA,NA,NA,NA,@LVSun 4:25 PM,12,D/ST22,0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.6,NA,1.8,NA,0.5,0.6,0.1,25,NA,NA,NA,368,NA,7.39,NA,FleaFlicker,0527,2332,DST,Carolina Panthers,NA,NA,NA,NA,ARISun 1:00 PM,11,D/ST31,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.7,NA,1.6,NA,0.5,0.7,0.1,27.2,NA,NA,NA,377.2,NA,7.31,NA,FleaFlicker,0529,2347,DST,New Orleans Saints,NA,NA,NA,NA,@GBMon 8:15 PM,12,D/ST23,0,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,0.6,NA,1.5,NA,0.4,0.7,0.1,31,NA,NA,NA,389.6,NA,6.53,NA,FleaFlicker,0504,2346,DST,New England Patriots,NA,NA,NA,NA,@BUFSun 4:25 PM,14,NA,0,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BUF,0.74,NA,2.88,NA,0.73,NA,0.22,16,NA,NA,NA,322.8,NA,9.61,NA,NumberFire,0501,buffalo-dst,D,Buffalo D/ST,NA,NA,NA,NA,NE,NA,NA,NA,NA,3.1,16.12,#26,1,9.59,5000,1.92,9.59,3600,2.66,9.59,19,0.5
GB,0.71,NA,2.86,NA,0.38,NA,0.24,14,NA,NA,NA,318.45,NA,9.51,NA,NumberFire,0523,green-bay-dst,D,Green Bay D/ST,NA,NA,NA,NA,NO,NA,NA,NA,NA,3.02,16,#16,2,9.5,4600,2.07,9.5,3200,2.97,9.5,16,0.59
ATL,0.8,NA,2.84,NA,0.67,NA,0.21,17,NA,NA,NA,323.67,NA,9.19,NA,NumberFire,0526,atlanta-dst,D,Atlanta D/ST,NA,NA,NA,NA,NYG,NA,NA,NA,NA,2.76,15.62,#28,3,9.18,4000,2.3,9.18,3700,2.48,9.18,14,0.66
KC,0.62,NA,3.44,NA,0.36,NA,0.19,19,NA,NA,NA,316.25,NA,8.15,NA,NumberFire,0512,kansas-city-dst,D,Kansas City D/ST,NA,NA,NA,NA,HOU,NA,NA,NA,NA,1.93,14.37,#19,4,8.14,4000,2.04,8.14,2700,3.01,8.14,14,0.58
MIN,0.9,NA,3.1,NA,0.36,NA,0.19,19.75,NA,NA,NA,319.78,NA,8.13,NA,NumberFire,0524,minnesota-dst,D,Minnesota D/ST,NA,NA,NA,NA,SEA,NA,NA,NA,NA,1.91,14.35,#21,5,8.17,4700,1.74,8.17,3500,2.33,8.17,20,0.41
SEA,0.93,NA,3.25,NA,0.69,NA,0.16,22.75,NA,NA,NA,359.86,NA,8.11,NA,NumberFire,0515,seattle-dst,D,Seattle D/ST,NA,NA,NA,NA,MIN,NA,NA,NA,NA,1.9,14.32,#11,6,8.04,3800,2.12,8.04,2800,2.87,8.04,12,0.67
BAL,0.59,NA,2.94,NA,0.48,NA,0.19,19,NA,NA,NA,339.36,NA,7.84,NA,NumberFire,0531,baltimore-dst,D,Baltimore D/ST,NA,NA,NA,NA,PIT,NA,NA,NA,NA,1.68,14,#17,7,7.82,3800,2.06,7.82,3300,2.37,7.82,13,0.6
DET,0.67,NA,3.12,NA,0.45,NA,0.18,20.5,NA,NA,NA,317.57,NA,7.68,NA,NumberFire,0522,detroit-dst,D,Detroit D/ST,NA,NA,NA,NA,CHI,NA,NA,NA,NA,1.55,13.81,#24,8,7.66,4900,1.56,7.66,3400,2.25,7.66,17,0.45
CIN,0.89,NA,2.28,NA,0.4,NA,0.19,19,NA,NA,NA,308.88,NA,7.64,NA,NumberFire,0506,cincinnati-dst,D,Cincinnati D/ST,NA,NA,NA,NA,CLE,NA,NA,NA,NA,1.52,13.76,#32,9,7.6,4400,1.73,7.6,3300,2.3,7.6,15,0.51
PHI,0.68,NA,3.04,NA,0.43,NA,0.18,21,NA,NA,NA,334.38,NA,7.41,NA,NumberFire,0518,philadelphia-dst,D,Philadelphia D/ST,NA,NA,NA,NA,WSH,NA,NA,NA,NA,1.34,13.48,#4,10,7.41,4100,1.81,7.41,3100,2.39,7.41,16,0.46
ARI,0.73,NA,2.4,NA,0.64,NA,0.18,21,NA,NA,NA,315.65,NA,7.29,NA,NumberFire,0519,arizona-dst,D,Arizona D/ST,NA,NA,NA,NA,CAR,NA,NA,NA,NA,1.24,13.34,#29,11,7.31,4500,1.62,7.31,3200,2.28,7.31,15,0.49
LAC,0.73,NA,2.14,NA,0.5,NA,0.19,19.5,NA,NA,NA,316.91,NA,7.19,NA,NumberFire,0514,los-angeles-chargers-d-st,D,Los Angeles Chargers D/ST,NA,NA,NA,NA,DEN,NA,NA,NA,NA,1.16,13.22,#22,12,7.21,4200,1.72,7.21,3000,2.4,7.21,13,0.55
DEN,0.47,NA,3.26,NA,0.56,NA,0.16,22,NA,NA,NA,316.84,NA,7.14,NA,NumberFire,0511,denver-dst,D,Denver D/ST,NA,NA,NA,NA,LAC,NA,NA,NA,NA,1.12,13.16,#15,13,7.11,4700,1.51,7.11,2900,2.45,7.11,18,0.4
IND,0.81,NA,2.09,NA,0.41,NA,0.19,19.5,NA,NA,NA,335.57,NA,7.12,NA,NumberFire,0502,indianapolis-dst,D,Indianapolis D/ST,NA,NA,NA,NA,TEN,NA,NA,NA,NA,1.11,13.13,#31,14,7.12,4800,1.48,7.12,3000,2.37,7.12,18,0.4
MIA,0.7,NA,2.36,NA,0.58,NA,0.18,21.5,NA,NA,NA,350.62,NA,6.91,NA,NumberFire,0503,miami-dst,D,Miami D/ST,NA,NA,NA,NA,SF,NA,NA,NA,NA,0.94,12.88,#13,15,6.91,3700,1.87,6.91,2900,2.38,6.91,12,0.58
TB,0.75,NA,2.5,NA,0.59,NA,0.16,22.5,NA,NA,NA,328.72,NA,6.91,NA,NumberFire,0525,tampa-bay-dst,D,Tampa Bay D/ST,NA,NA,NA,NA,DAL,NA,NA,NA,NA,0.94,12.88,#27,15,6.93,4300,1.61,6.93,3400,2.04,6.93,14,0.5
LV,0.82,NA,1.71,NA,0.48,NA,0.18,19.5,NA,NA,NA,311.39,NA,6.89,NA,NumberFire,0513,las-vegas-d-st,D,Las Vegas D/ST,NA,NA,NA,NA,JAC,NA,NA,NA,NA,0.92,12.86,#20,17,6.86,3200,2.14,6.86,2700,2.54,6.86,10,0.69
SF,0.78,NA,2.49,NA,0.53,NA,0.16,23,NA,NA,NA,349.44,NA,6.67,NA,NumberFire,0530,san-francisco-dst,D,San Francisco D/ST,NA,NA,NA,NA,MIA,NA,NA,NA,NA,0.75,12.59,#23,18,6.62,4600,1.44,6.62,2800,2.36,6.62,16,0.41
HOU,0.72,NA,2.84,NA,0.31,NA,0.15,22.5,NA,NA,NA,324.84,NA,6.58,NA,NumberFire,0532,houston-dst,D,Houston D/ST,NA,NA,NA,NA,KC,NA,NA,NA,NA,0.68,12.48,#9,19,6.57,4800,1.37,6.57,3100,2.12,6.57,15,0.44
WSH,0.56,NA,3.24,NA,0.53,NA,0.14,24.5,NA,NA,NA,341.91,NA,6.56,NA,NumberFire,0520,washington-dst,D,Washington D/ST,NA,NA,NA,NA,PHI,NA,NA,NA,NA,0.66,12.46,#6,20,6.52,3500,1.86,6.52,2700,2.41,6.52,NA,NA
LA,0.44,NA,2.54,NA,0.57,NA,0.17,21.75,NA,NA,NA,336.82,NA,6.5,NA,NumberFire,0528,los-angeles-rams-d-st,D,Los Angeles Rams D/ST,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,0.61,12.39,#18,21,6.47,3700,1.75,6.47,3000,2.16,6.47,14,0.46
JAC,0.72,NA,1.9,NA,0.45,NA,0.17,21,NA,NA,NA,337.84,NA,6.35,NA,NumberFire,0509,jacksonville-dst,D,Jacksonville D/ST,NA,NA,NA,NA,LV,NA,NA,NA,NA,0.49,12.21,#30,22,6.33,3600,1.76,6.33,2900,2.18,6.33,10,0.63
DAL,0.82,NA,2.69,NA,0.57,NA,0.14,26,NA,NA,NA,367.43,NA,6.22,NA,NumberFire,0516,dallas-dst,D,Dallas D/ST,NA,NA,NA,NA,TB,NA,NA,NA,NA,0.39,12.05,#5,23,6.22,3400,1.83,6.22,2600,2.39,6.22,13,0.48
TEN,0.7,NA,1.85,NA,0.71,NA,0.15,23,NA,NA,NA,325.11,NA,6.2,NA,NumberFire,0508,tennessee-dst,D,Tennessee D/ST,NA,NA,NA,NA,IND,NA,NA,NA,NA,0.37,12.03,#25,24,6.16,3900,1.58,6.16,2600,2.37,6.16,12,0.51
NYJ,0.72,NA,2.43,NA,0.48,NA,0.14,24.75,NA,NA,NA,342.49,NA,5.9,NA,NumberFire,0505,new-york-jets-dst,D,New York Jets D/ST,NA,NA,NA,NA,LA,NA,NA,NA,NA,0.13,11.67,#12,25,5.87,4200,1.4,5.87,2500,2.35,5.87,13,0.45
