player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_49,fg_49_att,fg_39,fg_att_39,opp,fg_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Greg Joseph,K,WAS,NA,1.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,4.8,NA,17647,FantasyPros,13898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boswell, Chris",K,PIT,NA,2.6,2.9,0,NA,0.7,NA,0.8,NA,0.5,NA,0.7,NA,2.3,2.3,11.3,NA,NA,FantasySharks,11936,NA,NA,NA,NA,NA,@BAL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dicker, Cameron",K,LAC,NA,2.2,2.3,0.1,NA,0.4,NA,0.4,NA,0.6,NA,0.6,NA,2.2,2.3,10,NA,NA,FantasySharks,15979,NA,NA,NA,NA,NA,DEN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, Jake",K,DET,NA,1.6,1.8,0,NA,0.2,NA,0.6,NA,0.4,NA,0.4,NA,4.3,4.4,9.5,NA,NA,FantasySharks,16846,NA,NA,NA,NA,NA,@CHI,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aubrey, Brandon",K,DAL,NA,2.1,2.5,0,NA,0.3,NA,0.5,NA,0.6,NA,0.6,NA,2.2,2.3,8.9,NA,NA,FantasySharks,16414,NA,NA,NA,NA,NA,TBB,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butker, Harrison",K,KCC,NA,2.1,2.3,0,NA,0.6,NA,0.7,NA,0.4,NA,0.3,NA,2.3,2.3,8.7,NA,NA,FantasySharks,13354,NA,NA,NA,NA,NA,HOU,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Jason",K,MIA,NA,1.9,2.1,0,NA,0.4,NA,0.6,NA,0.3,NA,0.6,NA,2.3,2.4,8.6,NA,NA,FantasySharks,13832,NA,NA,NA,NA,NA,SFO,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutz, Wil",K,DEN,NA,1.9,2.1,0,NA,0.3,NA,0.8,NA,0.5,NA,0.3,NA,2.6,2.6,8.6,NA,NA,FantasySharks,12956,NA,NA,NA,NA,NA,@LAC,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Chase",K,TBB,NA,1.8,2,0,NA,0.6,NA,0.5,NA,0.2,NA,0.4,NA,2.7,2.8,8.5,NA,NA,FantasySharks,14717,NA,NA,NA,NA,NA,@DAL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryland, Chad",K,ARI,NA,2.2,2.6,0,NA,0.6,NA,0.9,NA,0.5,NA,0.2,NA,2.1,2.1,8.4,NA,NA,FantasySharks,16292,NA,NA,NA,NA,NA,@CAR,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moody, Jake",K,SFO,NA,1.8,2.2,0,NA,0.6,NA,0.5,NA,0.5,NA,0.3,NA,3,3,8.3,NA,NA,FantasySharks,16286,NA,NA,NA,NA,NA,@MIA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairbairn, Ka'imi",K,HOU,NA,2,2.5,0,NA,0.6,NA,0.6,NA,0.2,NA,0.6,NA,2,2,8.2,NA,NA,FantasySharks,12860,NA,NA,NA,NA,NA,@KCC,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reichard, Will",K,MIN,NA,1.7,2.1,0,NA,0.3,NA,0.5,NA,0.5,NA,0.4,NA,2.7,2.7,7.9,NA,NA,FantasySharks,16681,NA,NA,NA,NA,NA,@SEA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myers, Jason",K,SEA,NA,1.7,2,0,NA,0.3,NA,0.5,NA,0.5,NA,0.4,NA,2,2.2,7.9,NA,NA,FantasySharks,12437,NA,NA,NA,NA,NA,MIN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little, Cam",K,JAC,NA,1.9,2,0,NA,0.6,NA,0.6,NA,0.5,NA,0.2,NA,1.7,1.7,7.8,NA,NA,FantasySharks,16680,NA,NA,NA,NA,NA,@LVR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bass, Tyler",K,BUF,NA,1.4,1.8,0,NA,0.4,NA,0.5,NA,0.4,NA,0.2,NA,3.6,3.8,7.8,NA,NA,FantasySharks,14983,NA,NA,NA,NA,NA,NEP,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karty, Joshua",K,LAR,NA,1.8,2.1,0,NA,0.8,NA,0.4,NA,0.3,NA,0.2,NA,2.6,2.8,7.7,NA,NA,FantasySharks,16775,NA,NA,NA,NA,NA,@NYJ,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Daniel",K,LVR,NA,1.9,2.2,0,NA,0.7,NA,0.5,NA,0.4,NA,0.3,NA,1.6,1.7,7.7,NA,NA,FantasySharks,13718,NA,NA,NA,NA,NA,JAC,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Folk, Nick",K,TEN,NA,1.6,1.7,0,NA,0.4,NA,0.3,NA,0.5,NA,0.4,NA,1.8,1.8,7.7,NA,NA,FantasySharks,8851,NA,NA,NA,NA,NA,@IND,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gay, Matt",K,IND,NA,1.9,2.2,0,NA,0.7,NA,0.5,NA,0.5,NA,0.3,NA,1.8,1.8,7.6,NA,NA,FantasySharks,14244,NA,NA,NA,NA,NA,TEN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Jake",K,PHI,NA,1.5,1.9,0,NA,0.4,NA,0.6,NA,0.4,NA,0.1,NA,2.7,2.8,7,NA,NA,FantasySharks,13303,NA,NA,NA,NA,NA,@WAS,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Justin",K,BAL,NA,1.5,2,0,NA,0.3,NA,0.5,NA,0.5,NA,0.2,NA,3.2,3.3,7,NA,NA,FantasySharks,10976,NA,NA,NA,NA,NA,PIT,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grupe, Blake",K,NOS,NA,1.6,2,0,NA,0.4,NA,0.4,NA,0.4,NA,0.4,NA,2,2.1,6.7,NA,NA,FantasySharks,16444,NA,NA,NA,NA,NA,@GBP,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Anders",K,NYJ,NA,1.5,1.8,0,NA,0.2,NA,0.5,NA,0.5,NA,0.3,NA,2,2.3,6.7,NA,NA,FantasySharks,16339,NA,NA,NA,NA,NA,LAR,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pineiro, Eddy",K,CAR,NA,1.6,1.9,0,NA,0.5,NA,0.5,NA,0.5,NA,0.2,NA,1.6,1.8,6.6,NA,NA,FantasySharks,13719,NA,NA,NA,NA,NA,ARI,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Cairo",K,CHI,NA,1.5,1.8,0,NA,0.4,NA,0.4,NA,0.3,NA,0.4,NA,1.5,1.6,6.4,NA,NA,FantasySharks,11945,NA,NA,NA,NA,NA,DET,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McManus, Brandon",K,GBP,NA,1.4,1.7,0,NA,0.4,NA,0.6,NA,0.3,NA,0.1,NA,2.3,2.3,6.1,NA,NA,FantasySharks,11947,NA,NA,NA,NA,NA,NOS,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Dustin",K,CLE,NA,1.6,2.1,0,NA,0.2,NA,0.5,NA,0.5,NA,0.3,NA,1.5,1.7,5.6,NA,NA,FantasySharks,11387,NA,NA,NA,NA,NA,@CIN,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joseph, Greg",K,WAS,NA,1.5,2.1,0,NA,0.4,NA,0.4,NA,0.6,NA,0.1,NA,1.7,1.8,5.5,NA,NA,FantasySharks,13898,NA,NA,NA,NA,NA,PHI,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"York, Cade",K,CIN,NA,1,1.4,0,NA,0.5,NA,0.3,NA,0.1,NA,0.1,NA,2.7,2.9,5.2,NA,NA,FantasySharks,15882,NA,NA,NA,NA,NA,CLE,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zuerlein, Greg",K,NYJ,NA,1.4,1.9,0,NA,0.4,NA,0.4,NA,0.5,NA,0.1,NA,1.3,1.4,4.9,NA,NA,FantasySharks,10868,NA,NA,NA,NA,NA,LAR,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gano, Graham",K,NYG,NA,1.3,1.7,0,NA,0.2,NA,0.3,NA,0.6,NA,0.2,NA,1.3,1.3,4.9,NA,NA,FantasySharks,9694,NA,NA,NA,NA,NA,@ATL,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slye, Joey",K,NEP,NA,1.4,2,0,NA,0.3,NA,0.6,NA,0.2,NA,0.3,NA,1.4,1.5,4.7,NA,NA,FantasySharks,14600,NA,NA,NA,NA,NA,@BUF,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prater, Matt",K,ARI,NA,1,1.2,0,NA,0.3,NA,0.2,NA,0.3,NA,0.3,NA,1.4,1.4,4.7,NA,NA,FantasySharks,8930,NA,NA,NA,NA,NA,@CAR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,11.71,NA,4780,FleaFlicker,8851,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,5,K24,2/2,1/1,57%,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,10.66,NA,15412,FleaFlicker,14717,NA,NA,NA,NA,NA,@DALSun 8:20 PM,NA,1,K13,2/1,2/2,72%,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,10.62,NA,8663,FleaFlicker,10976,NA,NA,NA,NA,NA,PITSat 4:30 PM,NA,4,K11,2/1,2/2,80%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,10.21,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,NA,NESun 4:25 PM,NA,2,K10,2/1,3/3,76%,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.01,NA,10779,FleaFlicker,11936,NA,NA,NA,NA,NA,@BALSat 4:30 PM,NA,9,K5,2/1,2/2,90%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.01,NA,14848,FleaFlicker,14244,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,4,K22,2/2,2/2,37%,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,NA,11124,FleaFlicker,12437,NA,NA,NA,NA,NA,MINSun 4:05 PM,NA,0,K20,2/2,2/2,52%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,9.93,NA,9754,FleaFlicker,11947,NA,NA,NA,NA,NA,NOMon 8:15 PM,NA,0,K21,2/1,2/2,18%,NA,NA,NA,NA,NA,NA,NA
Cam Little,K,JAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,9.86,NA,18510,FleaFlicker,16680,NA,NA,NA,NA,NA,@LVSun 4:25 PM,NA,2,K29,2/2,1/1,13%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,9.84,NA,10888,FleaFlicker,11945,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,7,NA,2/2,1/1,27%,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,ARI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.57,NA,17688,FleaFlicker,16292,NA,NA,NA,NA,NA,@CARSun 1:00 PM,NA,1,K18,2/1,2/2,10%,NA,NA,NA,NA,NA,NA,NA
Zane Gonzalez,K,WAS,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.29,NA,13085,FleaFlicker,13347,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,4,NA,2/1,2/2,3%,NA,NA,NA,NA,NA,NA,NA
IRYounghoe Koo,K,ATL,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.29,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,NA,NYGSun 1:00 PM,NA,2,K9,2/2,2/2,66%,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.25,NA,17665,FleaFlicker,16286,NA,NA,NA,NA,NA,@MIASun 4:25 PM,NA,9,K8,2/1,2/2,58%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.11,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,NA,JACSun 4:25 PM,NA,0,K16,2/1,2/2,21%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.03,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,NA,ARISun 1:00 PM,NA,1,K26,2/1,2/2,5%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.98,NA,12611,FleaFlicker,12956,NA,NA,NA,NA,NA,@LACThu 8:15 PM,NA,4,K6,2/2,1/1,43%,NA,NA,NA,NA,NA,NA,NA
Cade York,K,CIN,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,8.64,NA,16929,FleaFlicker,15882,NA,NA,NA,NA,NA,CLESun 1:00 PM,NA,2,K17,2/2,2/2,6%,NA,NA,NA,NA,NA,NA,NA
Will Reichard,K,MIN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,8.46,NA,18573,FleaFlicker,16681,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,6,K19,2/2,2/2,23%,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,8.41,NA,17834,FleaFlicker,16444,NA,NA,NA,NA,NA,@GBMon 8:15 PM,NA,2,K15,2/1,1/1,25%,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,8.37,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,NA,TBSun 8:20 PM,NA,7,K2,2/1,2/2,93%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,8.22,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,NA,DENThu 8:15 PM,NA,5,K4,2/2,2/2,77%,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,NYJ,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.1,NA,17790,FleaFlicker,16339,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,2,K25,2/1,2/2,4%,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.05,NA,12347,FleaFlicker,12860,NA,NA,NA,NA,NA,@KCSat 1:00 PM,NA,4,K3,2/1,2/2,87%,NA,NA,NA,NA,NA,NA,NA
Joshua Karty,K,LAR,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,6.64,NA,18562,FleaFlicker,16775,NA,NA,NA,NA,NA,@NYJSun 1:00 PM,NA,6,K14,1/1,2/2,11%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,6.49,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,NA,SFSun 4:25 PM,NA,6,K7,1/2,2/2,81%,NA,NA,NA,NA,NA,NA,NA
Jake Bates,K,DET,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,3.2,6.22,NA,18337,FleaFlicker,16846,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,5,K1,1/1,3/3,68%,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,CLE,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.81,NA,9416,FleaFlicker,11387,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,0,NA,1/1,1/1,20%,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,NE,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.81,NA,15366,FleaFlicker,14600,NA,NA,NA,NA,NA,@BUFSun 4:25 PM,NA,4,K30,1/1,1/1,10%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,ATL,NA,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,5.71,NA,16587,FleaFlicker,15369,NA,NA,NA,NA,NA,NYGSun 1:00 PM,NA,2,NA,1/1,1/1,1%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,5.56,NA,13035,FleaFlicker,13303,NA,NA,NA,NA,NA,@WASSun 1:00 PM,NA,5,K12,1/1,2/2,65%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,5.54,NA,6304,FleaFlicker,9694,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,1,NA,1/1,1/1,4%,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,WAS,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1.5,5.5,NA,14337,FleaFlicker,13898,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,4,K27,0/0,1/1,3%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,5.44,NA,13124,FleaFlicker,13354,NA,NA,NA,NA,NA,HOUSat 1:00 PM,NA,6,K23,1/1,2/2,61%,NA,NA,NA,NA,NA,NA,NA
IRDMatt Prater,K,ARI,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,4221,FleaFlicker,8930,NA,NA,NA,NA,NA,@CARSun 1:00 PM,NA,1,NA,0/0,0/0,7%,NA,NA,NA,NA,NA,NA,NA
IRGreg Zuerlein,K,NYJ,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,8608,FleaFlicker,10868,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,2,NA,0/0,0/0,9%,NA,NA,NA,NA,NA,NA,NA
IRAustin Seibert,K,WAS,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,14847,FleaFlicker,14258,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,4,NA,0/0,0/0,24%,NA,NA,NA,NA,NA,NA,NA
John Parker,K,K,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,17237,FleaFlicker,NA,NA,NA,NA,NA,NA,@BUFSun 4:25 PM,NA,4,NA,0/0,0/0,3%,NA,NA,NA,NA,NA,NA,NA
Tanner Brown,K,ATL,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,17934,FleaFlicker,16410,NA,NA,NA,NA,NA,NYGSun 1:00 PM,NA,2,NA,0/0,0/0,0%,NA,NA,NA,NA,NA,NA,NA
Brayden Narveson,K,TEN,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,18718,FleaFlicker,16873,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,5,NA,0/0,0/0,1%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,GB,NA,1.94,1.98,0.05,NA,0.57,NA,0.61,NA,0.49,NA,0.22,NA,3.66,NA,10.39,NA,brandon-mcmanus,NumberFire,11947,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,5.8,14.98,#17,1,10.41,10.41,10.41
Tyler Bass,K,BUF,NA,1.82,2.08,0.04,NA,0.66,NA,0.51,NA,0.39,NA,0.19,NA,3.56,NA,9.71,NA,tyler-bass,NumberFire,14983,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,5.5,13.92,#29,2,9.7,9.7,9.7
Cameron Dicker,K,LAC,NA,2.23,2.38,0.05,NA,0.72,NA,0.62,NA,0.76,NA,0.09,NA,1.99,NA,9.67,NA,cameron-dicker,NumberFire,15979,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,4.42,14.92,#1,3,9.65,9.65,9.65
Jake Bates,K,DET,NA,1.72,1.98,0.05,NA,0.49,NA,0.5,NA,0.57,NA,0.11,NA,3.72,NA,9.66,NA,jake-bates,NumberFire,16846,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,5.79,13.53,#15,4,9.67,9.67,9.67
Chase McLaughlin,K,TB,NA,1.83,2.04,0.02,NA,0.45,NA,0.62,NA,0.55,NA,0.19,NA,2.84,NA,9.27,NA,chase-mclaughlin,NumberFire,14717,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,4.81,13.73,#26,5,9.26,9.26,9.26
Riley Patterson,K,CLE,NA,1.9,2.16,0.02,NA,0.6,NA,0.7,NA,0.38,NA,0.22,NA,2.5,NA,9.09,NA,riley-patterson,NumberFire,15369,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,4.58,13.6,#30,6,9.08,9.08,9.08
Nick Folk,K,TEN,NA,2.06,2.2,0.02,NA,0.52,NA,0.56,NA,0.7,NA,0.24,NA,1.51,NA,8.82,NA,nick-folk,NumberFire,8851,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,3.92,13.72,#13,7,8.81,8.81,8.81
Anders Carlson,K,NYJ,NA,1.87,2.05,0.02,NA,0.5,NA,0.5,NA,0.57,NA,0.3,NA,1.92,NA,8.76,NA,anders-carlson,NumberFire,16339,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,4.81,12.71,#27,8,8.76,8.76,8.76
Wil Lutz,K,DEN,NA,1.95,2.24,0,NA,0.56,NA,0.56,NA,0.66,NA,0.17,NA,1.84,NA,8.69,NA,wil-lutz,NumberFire,12956,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,4.05,13.33,#9,9,8.69,8.69,8.69
Daniel Carlson,K,LV,NA,1.66,2.04,0.02,NA,0.46,NA,0.38,NA,0.66,NA,0.14,NA,2.69,NA,8.6,NA,daniel-carlson,NumberFire,13718,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,3.1,14.1,#32,10,8.61,8.61,8.61
Will Reichard,K,MIN,NA,1.86,2.06,0.02,NA,0.6,NA,0.65,NA,0.31,NA,0.25,NA,2.24,NA,8.59,NA,will-reichard,NumberFire,16681,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,4.58,12.6,#10,11,8.54,8.54,8.54
Cam Little,K,JAC,NA,1.77,2.15,0.05,NA,0.38,NA,0.71,NA,0.56,NA,0.09,NA,2.36,NA,8.48,NA,cam-little,NumberFire,16680,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,4.19,12.77,#20,12,8.47,8.47,8.47
Chad Ryland,K,ARI,NA,1.7,2.04,0.04,NA,0.58,NA,0.58,NA,0.28,NA,0.2,NA,2.73,NA,8.46,NA,chad-ryland,NumberFire,16292,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,5.34,11.58,#31,13,8.45,8.45,8.45
Jason Sanders,K,MIA,NA,1.77,2.12,0.02,NA,0.43,NA,0.54,NA,0.45,NA,0.33,NA,2.03,NA,8.46,NA,jason-sanders,NumberFire,13832,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,4.06,12.86,#12,13,8.45,8.45,8.45
Matt Gay,K,IND,NA,1.78,2.13,0.02,NA,0.44,NA,0.62,NA,0.6,NA,0.1,NA,2.19,NA,8.35,NA,matt-gay,NumberFire,14244,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,3.97,12.73,#16,15,8.33,8.33,8.33
Cade York,K,CIN,NA,1.71,2.53,0.02,NA,0.75,NA,0.52,NA,0.31,NA,0.09,NA,2.76,NA,8.33,NA,cade-york,NumberFire,15882,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,3.42,13.24,#18,16,8.32,8.32,8.32
Chris Boswell,K,PIT,NA,1.72,1.84,0,NA,0.58,NA,0.4,NA,0.5,NA,0.25,NA,2.11,NA,8.3,NA,chris-boswell,NumberFire,11936,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,4.06,12.54,#22,17,8.3,8.3,8.3
Jason Myers,K,SEA,NA,1.87,2.09,0.02,NA,0.55,NA,0.62,NA,0.49,NA,0.15,NA,2.02,NA,8.3,NA,jason-myers,NumberFire,12437,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,3.85,12.75,#2,17,8.3,8.3,8.3
Brandon Aubrey,K,DAL,NA,1.79,2.04,0,NA,0.5,NA,0.6,NA,0.46,NA,0.21,NA,2.11,NA,8.29,NA,brandon-aubrey,NumberFire,16414,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,3.97,12.61,#21,19,8.3,8.3,8.3
