team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,player,pos,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
LAR,0.7,NA,2.7,NA,0.5,0.7,0.1,26.2,NA,NA,NA,366.8,NA,9.53,NA,FleaFlicker,0528,2356,Los Angeles Rams,DST,PHISun 4:05 PM,10,NA,0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GB,1.1,NA,2.2,NA,0.5,0.7,0.2,21.1,NA,NA,NA,357.7,NA,9.52,NA,FleaFlicker,0523,2339,Green Bay Packers,DST,@LVMon 8:15 PM,6,D/ST17,0,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HOU,0.7,NA,2.6,NA,0.5,0.8,0.2,21.3,NA,NA,NA,319.3,NA,9.51,NA,FleaFlicker,0532,2340,Houston Texans,DST,@ATLSun 1:00 PM,7,D/ST24,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DAL,0.7,NA,2.4,NA,0.5,0.9,0.1,22.8,NA,NA,NA,372.6,NA,9.4,NA,FleaFlicker,0516,2336,Dallas Cowboys,DST,@SFSun 8:20 PM,7,D/ST2,0,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATL,0.7,NA,2.4,NA,0.6,0.8,0.2,20,NA,NA,NA,348.9,NA,9.34,NA,FleaFlicker,0526,2329,Atlanta Falcons,DST,HOUSun 1:00 PM,11,D/ST21,0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CIN,0.8,NA,2.2,NA,0.6,0.7,0.2,22.3,NA,NA,NA,327,NA,9.17,NA,FleaFlicker,0506,2334,Cincinnati Bengals,DST,@ARISun 4:05 PM,7,D/ST16,0,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SF,0.8,NA,2.3,NA,0.5,0.7,0.2,21.1,NA,NA,NA,351.3,NA,9.15,NA,FleaFlicker,0530,2355,San Francisco 49ers,DST,DALSun 8:20 PM,9,D/ST1,0,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIN,0.7,NA,2.1,NA,0.6,0.9,0.1,26.8,NA,NA,NA,393.8,NA,8.94,NA,FleaFlicker,0524,2345,Minnesota Vikings,DST,KCSun 4:25 PM,13,NA,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARI,0.7,NA,2.4,NA,0.5,0.6,0.1,24.1,NA,NA,NA,344.4,NA,8.79,NA,FleaFlicker,0519,2328,Arizona Cardinals,DST,CINSun 4:05 PM,14,NA,0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NO,0.9,NA,2.2,NA,0.5,0.6,0.2,19.9,NA,NA,NA,319.6,NA,8.78,NA,FleaFlicker,0529,2347,New Orleans Saints,DST,@NESun 1:00 PM,11,D/ST3,0,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYG,0.7,NA,1.9,NA,0.6,0.9,0.1,28.4,NA,NA,NA,396.9,NA,8.61,NA,FleaFlicker,0517,2348,New York Giants,DST,@MIASun 1:00 PM,13,NA,0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CAR,0.7,NA,2,NA,0.6,0.7,0.1,25.9,NA,NA,NA,346.9,NA,8.29,NA,FleaFlicker,0527,2332,Carolina Panthers,DST,@DETSun 1:00 PM,7,NA,0,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV,0.8,NA,1.9,NA,0.5,0.5,0.1,22.9,NA,NA,NA,355.6,NA,7.89,NA,FleaFlicker,0513,2350,Las Vegas Raiders,DST,GBMon 8:15 PM,13,NA,0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WSH,0.67,NA,4.07,NA,0.58,NA,0.19,19,NA,NA,NA,304.47,NA,9.35,NA,NumberFire,0520,washington-dst,Washington D/ST,D,CHI,NA,NA,NA,NA,2.89,15.81,#30,1,9.28,3500,2.65,9.28,3700,2.51,9.28,NA,NA,NA
DET,0.71,NA,3.18,NA,0.47,NA,0.2,18.25,NA,NA,NA,331.19,NA,8.54,NA,NumberFire,0522,detroit-dst,Detroit D/ST,D,CAR,NA,NA,NA,NA,2.24,14.84,#29,2,8.51,NA,NA,8.51,NA,NA,8.51,16,0.53,NA
MIA,0.68,NA,3.04,NA,0.55,NA,0.2,19.5,NA,NA,NA,319.28,NA,8.11,NA,NumberFire,0503,miami-dst,Miami D/ST,D,NYG,NA,NA,NA,NA,1.9,14.32,#31,3,8.13,NA,NA,8.13,NA,NA,8.13,16,0.51,NA
BAL,0.84,NA,2.13,NA,0.44,NA,0.21,17.25,NA,NA,NA,322.56,NA,8,NA,NumberFire,0531,baltimore-dst,Baltimore D/ST,D,PIT,NA,NA,NA,NA,1.81,14.19,#26,4,7.99,NA,NA,7.99,NA,NA,7.99,14,0.57,NA
IND,0.73,NA,3.08,NA,0.55,NA,0.18,20.5,NA,NA,NA,337.94,NA,7.9,NA,NumberFire,0502,indianapolis-dst,Indianapolis D/ST,D,TEN,NA,NA,NA,NA,1.73,14.07,#14,5,7.87,NA,NA,7.87,NA,NA,7.87,19,0.41,NA
CHI,0.73,NA,4.35,NA,0.57,NA,0.13,25.5,NA,NA,NA,343.57,NA,7.77,NA,NumberFire,0521,chicago-dst,Chicago D/ST,D,WSH,NA,NA,NA,NA,1.63,13.91,#27,6,7.75,3300,2.35,7.75,2800,2.77,7.75,13,0.6,NA
CIN,0.97,NA,2.27,NA,0.55,NA,0.18,20.75,NA,NA,NA,325.18,NA,7.52,NA,NumberFire,0506,cincinnati-dst,Cincinnati D/ST,D,ARI,NA,NA,NA,NA,1.43,13.61,#3,7,7.48,NA,NA,7.48,NA,NA,7.48,14,0.53,NA
DEN,0.75,NA,2.58,NA,0.52,NA,0.18,20.5,NA,NA,NA,318.8,NA,7.39,NA,NumberFire,0511,denver-dst,Denver D/ST,D,NYJ,NA,NA,NA,NA,1.32,13.46,#19,8,7.35,NA,NA,7.35,NA,NA,7.35,12,0.61,NA
PIT,0.63,NA,2.85,NA,0.57,NA,0.17,21.25,NA,NA,NA,348.09,NA,7.24,NA,NumberFire,0510,pittsburgh-dst,Pittsburgh D/ST,D,BAL,NA,NA,NA,NA,1.2,13.28,#11,9,7.25,NA,NA,7.25,NA,NA,7.25,19,0.38,NA
NE,0.64,NA,2.27,NA,0.55,NA,0.19,19.5,NA,NA,NA,323.78,NA,7.23,NA,NumberFire,0504,new-england-dst,New England D/ST,D,NO,NA,NA,NA,NA,1.2,13.26,#21,10,7.2,NA,NA,7.2,NA,NA,7.2,14,0.51,NA
PHI,0.8,NA,3.23,NA,0.38,NA,0.17,23,NA,NA,NA,328.82,NA,7.15,NA,NumberFire,0518,philadelphia-dst,Philadelphia D/ST,D,LA,NA,NA,NA,NA,1.13,13.17,#5,11,7.16,NA,NA,7.16,NA,NA,7.16,19,0.38,NA
ATL,0.58,NA,2.45,NA,0.53,NA,0.19,20,NA,NA,NA,347.84,NA,7.1,NA,NumberFire,0526,atlanta-dst,Atlanta D/ST,D,HOU,NA,NA,NA,NA,1.09,13.11,#6,12,7.09,NA,NA,7.09,NA,NA,7.09,12,0.59,NA
SF,0.84,NA,2.34,NA,0.39,NA,0.18,20.75,NA,NA,NA,347.78,NA,7.01,NA,NumberFire,0530,san-francisco-dst,San Francisco D/ST,D,DAL,NA,NA,NA,NA,1.02,13,#13,13,6.99,NA,NA,6.99,NA,NA,6.99,16,0.44,NA
TEN,0.62,NA,2.54,NA,0.71,NA,0.17,22,NA,NA,NA,338.97,NA,7,NA,NumberFire,0508,tennessee-dst,Tennessee D/ST,D,IND,NA,NA,NA,NA,1.01,12.99,#15,14,6.99,NA,NA,6.99,NA,NA,6.99,12,0.58,NA
BUF,0.69,NA,2.32,NA,0.64,NA,0.19,21.5,NA,NA,NA,341.36,NA,6.98,NA,NumberFire,0501,buffalo-dst,Buffalo D/ST,D,JAC,NA,NA,NA,NA,1,12.96,#20,15,6.98,NA,NA,6.98,NA,NA,6.98,13,0.54,NA
NYJ,0.56,NA,3.43,NA,0.44,NA,0.17,23,NA,NA,NA,326.13,NA,6.95,NA,NumberFire,0505,new-york-jets-dst,New York Jets D/ST,D,DEN,NA,NA,NA,NA,0.97,12.93,#22,16,6.92,NA,NA,6.92,NA,NA,6.92,15,0.46,NA
GB,0.84,NA,2.28,NA,0.5,NA,0.17,21.5,NA,NA,NA,357.34,NA,6.93,NA,NumberFire,0523,green-bay-dst,Green Bay D/ST,D,LV,NA,NA,NA,NA,0.96,12.9,#25,17,6.88,NA,NA,6.88,NA,NA,6.88,15,0.46,NA
KC,0.68,NA,3.11,NA,0.54,NA,0.16,24,NA,NA,NA,333.56,NA,6.83,NA,NumberFire,0512,kansas-city-dst,Kansas City D/ST,D,MIN,NA,NA,NA,NA,0.88,12.78,#18,18,6.88,NA,NA,6.88,NA,NA,6.88,17,0.4,NA
NO,0.72,NA,2.21,NA,0.48,NA,0.18,21,NA,NA,NA,316.78,NA,6.72,NA,NumberFire,0529,new-orleans-dst,New Orleans D/ST,D,NE,NA,NA,NA,NA,0.79,12.65,#32,19,6.71,NA,NA,6.71,NA,NA,6.71,18,0.37,NA
HOU,0.57,NA,2.47,NA,0.36,NA,0.17,21.5,NA,NA,NA,320.52,NA,6.3,NA,NumberFire,0532,houston-dst,Houston D/ST,D,ATL,NA,NA,NA,NA,0.45,12.15,#24,20,6.25,NA,NA,6.25,NA,NA,6.25,13,0.48,NA
LV,0.73,NA,1.79,NA,0.56,NA,0.17,23,NA,NA,NA,354.58,NA,5.91,NA,NumberFire,0513,las-vegas-d-st,Las Vegas D/ST,D,GB,NA,NA,NA,NA,0.14,11.68,#16,21,5.86,NA,NA,5.86,NA,NA,5.86,10,0.59,NA
DAL,0.66,NA,2.37,NA,0.48,NA,0.15,24.25,NA,NA,NA,364.24,NA,5.82,NA,NumberFire,0516,dallas-dst,Dallas D/ST,D,SF,NA,NA,NA,NA,0.07,11.57,#2,22,5.78,NA,NA,5.78,NA,NA,5.78,22,0.26,NA
ARI,0.72,NA,2.3,NA,0.36,NA,0.15,23.75,NA,NA,NA,351.58,NA,5.77,NA,NumberFire,0519,arizona-dst,Arizona D/ST,D,CIN,NA,NA,NA,NA,0.03,11.51,#23,23,5.77,NA,NA,5.77,NA,NA,5.77,18,0.32,NA
JAC,0.82,NA,2.44,NA,0.5,NA,0.13,27,NA,NA,NA,374.97,NA,5.51,NA,NumberFire,0509,jacksonville-dst,Jacksonville D/ST,D,BUF,NA,NA,NA,NA,-0.18,11.2,#4,24,5.51,NA,NA,5.51,NA,NA,5.51,13,0.42,NA
LA,0.66,NA,2.88,NA,0.46,NA,0.13,27.5,NA,NA,NA,368.26,NA,5.43,NA,NumberFire,0528,los-angeles-rams-d-st,Los Angeles Rams D/ST,D,PHI,NA,NA,NA,NA,-0.24,11.1,#9,25,5.39,NA,NA,5.39,NA,NA,5.39,10,0.54,NA
CAR,0.68,NA,2.29,NA,0.56,NA,0.13,26.75,NA,NA,NA,355.25,NA,5.24,NA,NumberFire,0527,carolina-dst,Carolina D/ST,D,DET,NA,NA,NA,NA,-0.4,10.88,#7,26,5.21,NA,NA,5.21,NA,NA,5.21,12,0.43,NA
MIN,0.59,NA,2.37,NA,0.57,NA,0.13,29.5,NA,NA,NA,392.5,NA,4.48,NA,NumberFire,0524,minnesota-dst,Minnesota D/ST,D,KC,NA,NA,NA,NA,-1,9.96,#8,27,4.44,NA,NA,4.44,NA,NA,4.44,11,0.4,NA
NYG,0.78,NA,2.02,NA,0.52,NA,0.11,30,NA,NA,NA,404.93,NA,4.24,NA,NumberFire,0517,new-york-giants-dst,New York Giants D/ST,D,MIA,NA,NA,NA,NA,-1.2,9.68,#1,28,4.2,3500,1.2,4.2,2700,1.56,4.2,10,0.42,NA
Washington Commanders,0.98,0.06,3.55,NA,0.67,NA,0.14,17.01,NA,NA,NA,NA,NA,7.99,NA,NFL,0520,100032,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Chicago Bears,0.84,0.03,3.24,NA,0.68,NA,0.15,26,NA,NA,NA,NA,NA,7.6,NA,NFL,0521,100005,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Miami Dolphins,1.14,0.05,3,NA,0.53,NA,0.14,17.41,NA,NA,NA,NA,NA,7.46,NA,NFL,0503,100019,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Indianapolis Colts,0.89,0.06,2.99,NA,0.67,NA,0.14,20.39,NA,NA,NA,NA,NA,7.31,NA,NFL,0502,100014,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Denver Broncos,0.92,0.05,2.97,NA,0.64,NA,0.15,21.73,NA,NA,NA,NA,NA,7.27,NA,NFL,0511,100009,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New York Jets,0.93,0.04,2.94,NA,0.66,NA,0.14,21.34,NA,NA,NA,NA,NA,7.16,NA,NFL,0505,100024,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Green Bay Packers,1.22,0.02,2.18,NA,0.61,NA,0.16,22.05,NA,NA,NA,NA,NA,7.14,NA,NFL,0523,100011,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Pittsburgh Steelers,0.89,0.04,2.92,NA,0.66,NA,0.14,20.64,NA,NA,NA,NA,NA,7.12,NA,NFL,0510,100027,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Buffalo Bills,1.05,0.03,2.24,NA,0.67,NA,0.16,19.38,NA,NA,NA,NA,NA,7,NA,NFL,0501,100003,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Detroit Lions,0.76,0.07,2.67,NA,0.72,NA,0.17,19.24,NA,NA,NA,NA,NA,6.97,NA,NFL,0522,100010,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Houston Texans,0.9,0.03,2.63,NA,0.67,NA,0.17,23.36,NA,NA,NA,NA,NA,6.97,NA,NFL,0532,100013,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Cincinnati Bengals,0.96,0.03,2.58,NA,0.62,NA,0.15,20.65,NA,NA,NA,NA,NA,6.88,NA,NFL,0506,100006,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Baltimore Ravens,1.06,0.03,2.36,NA,0.62,NA,0.15,20.97,NA,NA,NA,NA,NA,6.86,NA,NFL,0531,100002,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tennessee Titans,0.92,0.03,2.63,NA,0.64,NA,0.15,21.39,NA,NA,NA,NA,NA,6.83,NA,NFL,0508,100012,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Philadelphia Eagles,0.95,0.03,2.5,NA,0.63,NA,0.15,19.43,NA,NA,NA,NA,NA,6.8,NA,NFL,0518,100025,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Kansas City Chiefs,1.09,0.03,2.22,NA,0.58,NA,0.15,22.81,NA,NA,NA,NA,NA,6.7,NA,NFL,0512,100016,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Atlanta Falcons,0.85,0.05,2.38,NA,0.63,NA,0.16,18.61,NA,NA,NA,NA,NA,6.7,NA,NFL,0526,100001,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
Dallas Cowboys,0.92,0.03,2.49,NA,0.57,NA,0.14,21.37,NA,NA,NA,NA,NA,6.49,NA,NFL,0516,100008,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New Orleans Saints,1.04,0.03,2.19,NA,0.57,NA,0.15,23.29,NA,NA,NA,NA,NA,6.49,NA,NFL,0529,100022,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
San Francisco 49ers,0.99,0.03,2.1,NA,0.6,NA,0.15,20.93,NA,NA,NA,NA,NA,6.42,NA,NFL,0530,100029,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New England Patriots,0.95,0.03,2.39,NA,0.54,NA,0.14,18.84,NA,NA,NA,NA,NA,6.39,NA,NFL,0504,100021,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Carolina Panthers,0.83,0.02,2.1,NA,0.7,NA,0.15,25.41,NA,NA,NA,NA,NA,6.22,NA,NFL,0527,100004,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Las Vegas Raiders,0.8,0.03,2.1,NA,0.62,NA,0.14,22.62,NA,NA,NA,NA,NA,6.2,NA,NFL,0513,100018,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06
Jacksonville Jaguars,0.87,0.02,1.93,NA,0.73,NA,0.14,24.86,NA,NA,NA,NA,NA,6.19,NA,NFL,0509,100015,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Los Angeles Rams,0.74,0.04,2.31,NA,0.61,NA,0.15,24.9,NA,NA,NA,NA,NA,6.17,NA,NFL,0528,100017,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
New York Giants,0.75,0.02,1.88,NA,0.73,NA,0.17,26.45,NA,NA,NA,NA,NA,5.96,NA,NFL,0517,100023,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Minnesota Vikings,0.74,0.03,1.88,NA,0.69,NA,0.15,23.32,NA,NA,NA,NA,NA,5.88,NA,NFL,0524,100020,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Arizona Cardinals,0.68,0.04,2.11,NA,0.58,NA,0.16,25.38,NA,NA,NA,NA,NA,5.79,NA,NFL,0519,100026,NA,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
