player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_49,fg_49_att,fg_39,fg_att_39,opp,fg_miss,xp_miss,bye,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
"Carlson, Daniel",K,LVR,NA,2.3,2.6,0,NA,0.7,NA,0.6,NA,0.6,NA,0.4,NA,2,2,9.6,NA,NA,FantasySharks,13718,NA,NA,NA,NA,NA,MIN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zuerlein, Greg",K,NYJ,NA,2.4,2.6,0,NA,0.4,NA,0.8,NA,0.9,NA,0.3,NA,1.3,1.4,9.4,NA,NA,FantasySharks,10868,NA,NA,NA,NA,NA,HOU,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aubrey, Brandon",K,DAL,NA,1.9,1.9,0,NA,0.6,NA,0.8,NA,0.1,NA,0.4,NA,3.1,3.3,9.3,NA,NA,FantasySharks,16414,NA,NA,NA,NA,NA,PHI,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gay, Matt",K,IND,NA,2,2.4,0,NA,0.7,NA,0.3,NA,0.5,NA,0.5,NA,2.3,2.4,8.9,NA,NA,FantasySharks,14244,NA,NA,NA,NA,NA,@CIN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McPherson, Evan",K,CIN,NA,1.8,2.1,0,NA,0.4,NA,0.2,NA,0.6,NA,0.5,NA,2.7,2.8,8.7,NA,NA,FantasySharks,15368,NA,NA,NA,NA,NA,IND,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Justin",K,BAL,NA,2,2.4,0,NA,0.6,NA,0.6,NA,0.6,NA,0.2,NA,2.7,2.7,8.7,NA,NA,FantasySharks,10976,NA,NA,NA,NA,NA,LAR,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butker, Harrison",K,KCC,NA,1.8,1.9,0,NA,0.3,NA,0.8,NA,0.3,NA,0.3,NA,2.8,2.9,8.5,NA,NA,FantasySharks,13354,NA,NA,NA,NA,NA,BUF,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koo, Younghoe",K,ATL,NA,2,2.1,0,NA,0.6,NA,0.5,NA,0.6,NA,0.3,NA,1.7,1.8,8.4,NA,NA,FantasySharks,13403,NA,NA,NA,NA,NA,TBB,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Jason",K,MIA,NA,1.4,1.6,0,NA,0.2,NA,0.4,NA,0.6,NA,0.2,NA,3.8,3.9,8.2,NA,NA,FantasySharks,13832,NA,NA,NA,NA,NA,TEN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moody, Jake",K,SFO,NA,1.4,1.6,0,NA,0.5,NA,0.6,NA,0.2,NA,0.1,NA,3.8,3.8,7.9,NA,NA,FantasySharks,16286,NA,NA,NA,NA,NA,SEA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Cairo",K,CHI,NA,1.9,2.1,0,NA,0.3,NA,0.7,NA,0.4,NA,0.4,NA,1.7,1.9,7.8,NA,NA,FantasySharks,11945,NA,NA,NA,NA,NA,DET,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Chase",K,TBB,NA,1.8,2,0,NA,0.6,NA,0.6,NA,0.2,NA,0.4,NA,2.1,2.1,7.7,NA,NA,FantasySharks,14717,NA,NA,NA,NA,NA,@ATL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutz, Wil",K,DEN,NA,1.9,2.2,0,NA,0.6,NA,0.8,NA,0.3,NA,0.2,NA,1.8,1.9,7.7,NA,NA,FantasySharks,12956,NA,NA,NA,NA,NA,@LAC,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McManus, Brandon",K,JAC,NA,1.8,2.2,0,NA,0.2,NA,0.5,NA,0.7,NA,0.4,NA,2.1,2.1,7.7,NA,NA,FantasySharks,11947,NA,NA,NA,NA,NA,@CLE,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myers, Jason",K,SEA,NA,1.9,2.3,0,NA,0.3,NA,0.8,NA,0.4,NA,0.4,NA,2.1,2.2,7.6,NA,NA,FantasySharks,12437,NA,NA,NA,NA,NA,@SFO,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Dustin",K,CLE,NA,2,2.3,0,NA,0.6,NA,0.4,NA,0.6,NA,0.4,NA,1.1,1.3,7.6,NA,NA,FantasySharks,11387,NA,NA,NA,NA,NA,JAC,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joseph, Greg",K,MIN,NA,1.7,2.1,0.1,NA,0.5,NA,0.6,NA,0.3,NA,0.3,NA,2.5,2.8,7.5,NA,NA,FantasySharks,13898,NA,NA,NA,NA,NA,@LVR,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dicker, Cameron",K,LAC,NA,1.6,1.7,0,NA,0.4,NA,0.7,NA,0.3,NA,0.2,NA,2.1,2.1,7.4,NA,NA,FantasySharks,15979,NA,NA,NA,NA,NA,DEN,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Riley",K,DET,NA,1.5,1.7,0,NA,0.2,NA,0.8,NA,0.3,NA,0.1,NA,2.9,2.9,7.1,NA,NA,FantasySharks,15369,NA,NA,NA,NA,NA,@CHI,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grupe, Blake",K,NOS,NA,1.8,2.3,0,NA,0.5,NA,0.4,NA,0.5,NA,0.3,NA,1.9,1.9,6.9,NA,NA,FantasySharks,16444,NA,NA,NA,NA,NA,CAR,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boswell, Chris",K,PIT,NA,1.8,2.1,0,NA,0.4,NA,0.5,NA,0.5,NA,0.3,NA,1.4,1.4,6.9,NA,NA,FantasySharks,11936,NA,NA,NA,NA,NA,NEP,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pineiro, Eddy",K,CAR,NA,1.7,1.9,0,NA,0.2,NA,0.6,NA,0.6,NA,0.2,NA,1.5,1.6,6.8,NA,NA,FantasySharks,13719,NA,NA,NA,NA,NA,@NOS,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Jake",K,PHI,NA,1.2,1.4,0,NA,0.4,NA,0.4,NA,0.1,NA,0.3,NA,2.8,2.8,6.7,NA,NA,FantasySharks,13303,NA,NA,NA,NA,NA,@DAL,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Folk, Nick",K,TEN,NA,1.5,1.7,0,NA,0.5,NA,0.5,NA,0.4,NA,0.2,NA,1.4,1.5,6.3,NA,NA,FantasySharks,8851,NA,NA,NA,NA,NA,@MIA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Havrisik, Lucas",K,LAR,NA,1.5,2,0,NA,0.6,NA,0.3,NA,0.4,NA,0.2,NA,1.9,2.1,6.1,NA,NA,FantasySharks,16043,NA,NA,NA,NA,NA,@BAL,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bass, Tyler",K,BUF,NA,1.3,1.7,0,NA,0.1,NA,0.6,NA,0.4,NA,0.2,NA,2.6,2.7,6.1,NA,NA,FantasySharks,14983,NA,NA,NA,NA,NA,@KCC,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairbairn, Ka'imi",K,HOU,NA,1.6,1.8,0,NA,0.5,NA,0.6,NA,0.3,NA,0.2,NA,1.5,1.5,6.1,NA,NA,FantasySharks,12860,NA,NA,NA,NA,NA,@NYJ,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Anders",K,GBP,NA,1.3,1.7,0,NA,0.4,NA,0.5,NA,0.3,NA,0.1,NA,1.8,2.1,5.2,NA,NA,FantasySharks,16339,NA,NA,NA,NA,NA,@NYG,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bullock, Randy",K,NYG,NA,1.1,1.3,0,NA,0.1,NA,0.4,NA,0.4,NA,0.2,NA,1.7,1.8,5.1,NA,NA,FantasySharks,10862,NA,NA,NA,NA,NA,GBP,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryland, Chad",K,NEP,NA,1.2,1.7,0,NA,0.3,NA,0.3,NA,0.4,NA,0.1,NA,1.5,1.5,4.4,NA,NA,FantasySharks,16292,NA,NA,NA,NA,NA,@PIT,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gano, Graham",K,NYG,NA,1,1.5,0,NA,0.1,NA,0.3,NA,0.4,NA,0.2,NA,1.2,1.2,3.8,NA,NA,FantasySharks,9694,NA,NA,NA,NA,NA,GBP,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ammendola, Matt",K,HOU,NA,0.6,0.8,0.1,NA,0.2,NA,0.2,NA,0.1,NA,0,NA,1.3,1.3,2.3,NA,NA,FantasySharks,15523,NA,NA,NA,NA,NA,@NYJ,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,18715,FFToday,16414,NA,NA,NA,NA,NA,PHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,18599,FFToday,16286,NA,NA,NA,NA,NA,SEA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16208,FFToday,13832,NA,NA,NA,NA,NA,TEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14644,FFToday,11936,NA,NA,NA,NA,NA,NE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,15827,FFToday,13354,NA,NA,NA,NA,NA,BUF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16155,FFToday,13718,NA,NA,NA,NA,NA,MIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16578,FFToday,14244,NA,NA,NA,NA,NA,CIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,18719,FFToday,16444,NA,NA,NA,NA,NA,CAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,CLE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,13168,FFToday,11387,NA,NA,NA,NA,NA,JAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16084,FFToday,13898,NA,NA,NA,NA,NA,LV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14905,FFToday,13403,NA,NA,NA,NA,NA,TB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14750,FFToday,12956,NA,NA,NA,NA,NA,LAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16824,FFToday,14717,NA,NA,NA,NA,NA,ATL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14584,FFToday,12437,NA,NA,NA,NA,NA,SF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14392,FFToday,11945,NA,NA,NA,NA,NA,DET,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,NE,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,18636,FFToday,16292,NA,NA,NA,NA,NA,PIT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Ammendola,K,HOU,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17767,FFToday,15523,NA,NA,NA,NA,NA,NYJ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17010,FFToday,14983,NA,NA,NA,NA,NA,KC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,GB,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,18493,FFToday,16339,NA,NA,NA,NA,NA,NYG,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,18318,FFToday,15979,NA,NA,NA,NA,NA,DEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,15860,FFToday,13303,NA,NA,NA,NA,NA,DAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17642,FFToday,15368,NA,NA,NA,NA,NA,IND,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,DET,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,17860,FFToday,15369,NA,NA,NA,NA,NA,CHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,12674,FFToday,10976,NA,NA,NA,NA,NA,LAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,NYG,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,12435,FFToday,10862,NA,NA,NA,NA,NA,GB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,LAR,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,3189,FFToday,8742,NA,NA,NA,NA,NA,BAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,3188,FFToday,8851,NA,NA,NA,NA,NA,MIA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAC,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,14391,FFToday,11947,NA,NA,NA,NA,NA,CLE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,16055,FFToday,13719,NA,NA,NA,NA,NA,NO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,12445,FFToday,10868,NA,NA,NA,NA,NA,HOU,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,3.1,11.12,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,NA,TENMon 8:15 PM,NA,NA,0,K12,2/2,3/3,76%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.44,NA,14848,FleaFlicker,14244,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,1,K10,2/1,2/2,72%,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.4,10.39,NA,17665,FleaFlicker,16286,NA,NA,NA,NA,NA,SEASun 4:05 PM,NA,NA,9,K3,2/1,3/3,49%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.35,NA,10888,FleaFlicker,11945,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,3,K22,2/1,2/2,18%,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.19,NA,14337,FleaFlicker,13898,NA,NA,NA,NA,NA,@LVSun 4:05 PM,NA,NA,3,K21,2/2,2/2,27%,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,CLE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.14,NA,9416,FleaFlicker,11387,NA,NA,NA,NA,NA,JACSun 1:00 PM,NA,NA,5,K13,2/2,2/2,74%,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.11,NA,10779,FleaFlicker,11936,NA,NA,NA,NA,NA,NEThu 8:15 PM,NA,NA,6,K26,2/2,2/2,41%,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10.01,NA,15412,FleaFlicker,14717,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,5,K25,2/1,2/2,28%,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,9.85,NA,11124,FleaFlicker,12437,NA,NA,NA,NA,NA,@SFSun 4:05 PM,NA,NA,5,K17,2/1,1/1,73%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,9.81,NA,13124,FleaFlicker,13354,NA,NA,NA,NA,NA,BUFSun 4:25 PM,NA,NA,0,K2,2/2,2/2,90%,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,3.4,9.43,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,NA,PHISun 8:20 PM,NA,NA,7,K8,2/1,3/3,73%,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.35,NA,17834,FleaFlicker,16444,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,1,K15,2/1,2/2,27%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.34,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,1,K6,2/1,2/2,69%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.32,NA,12611,FleaFlicker,12956,NA,NA,NA,NA,NA,@LACSun 4:25 PM,NA,NA,9,K20,2/2,2/2,28%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,NA,MINSun 4:05 PM,NA,NA,3,K7,2/1,2/2,47%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,8.97,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,NA,DENSun 4:25 PM,NA,NA,5,K5,2/2,2/2,30%,NA,NA,NA,NA,NA,NA,NA
Lucas Havrisik,K,LAR,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,1.7,8.72,NA,17574,FleaFlicker,16043,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,0,K23,2/1,1/1,3%,NA,NA,NA,NA,NA,NA,NA
IRKa'imi Fairbairn,K,HOU,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,8.24,NA,12347,FleaFlicker,12860,NA,NA,NA,NA,NA,@NYJSun 1:00 PM,NA,NA,7,K30,2/1,2/2,10%,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,NE,NA,2,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,1.2,8.23,NA,17688,FleaFlicker,16292,NA,NA,NA,NA,NA,@PITThu 8:15 PM,NA,NA,1,NA,2/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.7,6.73,NA,8663,FleaFlicker,10976,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,3,K1,1/1,2/2,90%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,DET,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,6.62,NA,16587,FleaFlicker,15369,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,9,K9,1/1,2/2,20%,NA,NA,NA,NA,NA,NA,NA
Randy Bullock,K,NYG,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5.98,NA,8478,FleaFlicker,10862,NA,NA,NA,NA,NA,GBMon 8:15 PM,NA,NA,3,NA,1/1,1/1,2%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2.9,5.9,NA,13035,FleaFlicker,13303,NA,NA,NA,NA,NA,@DALSun 8:20 PM,NA,NA,0,K11,1/1,2/2,86%,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,5.88,NA,4780,FleaFlicker,8851,NA,NA,NA,NA,NA,@MIAMon 8:15 PM,NA,NA,7,K24,1/1,1/1,70%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,5.85,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,7,K27,1/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.8,NA,8608,FleaFlicker,10868,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,7,K18,1/1,1/1,25%,NA,NA,NA,NA,NA,NA,NA
Matt Ammendola,K,HOU,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,5.8,NA,16225,FleaFlicker,15523,NA,NA,NA,NA,NA,@NYJSun 1:00 PM,NA,NA,7,NA,1/1,1/1,5%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,5.6,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,NA,@KCSun 4:25 PM,NA,NA,3,K4,1/1,2/2,65%,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,GB,NA,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,5.52,NA,17790,FleaFlicker,16339,NA,NA,NA,NA,NA,@NYGMon 8:15 PM,NA,NA,6,K28,1/2,2/2,7%,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,5.35,NA,16457,FleaFlicker,15368,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,7,K19,1/1,2/2,62%,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAC,NA,1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4.97,NA,9754,FleaFlicker,11947,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,9,K14,1/1,1/1,80%,NA,NA,NA,NA,NA,NA,NA
Mason Crosby,K,LAR,NA,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,4.35,NA,4715,FleaFlicker,8742,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,0,NA,0/0,1/1,2%,NA,NA,NA,NA,NA,NA,NA
