player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,rec,rec_yds,rec_tds,two_pts
Jameis Winston,QB,NO,NA,22.4,14.2,183.5,NA,1.1,0.8,NA,2.2,10.4,NA,0.1,0.1,12,NA,13891,FantasyPros,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PJ Walker,QB,CAR,NA,33.3,20.3,215.1,NA,0.9,1.1,NA,2.4,8.9,NA,0.1,0.2,11.9,NA,16841,FantasyPros,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,32.8,19.5,197,NA,1,1.2,NA,3,7.3,NA,0.1,0.2,11.6,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,MIA,NA,23.2,15.5,170.9,NA,1,0.5,NA,1.5,5.3,NA,0.1,0.2,11,NA,12088,FantasyPros,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,23.7,14.8,114.1,NA,0.7,0.5,NA,1.8,2.8,NA,0,0.1,7,NA,24027,FantasyPros,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skylar Thompson,QB,MIA,NA,20.5,12.2,105,NA,0.5,0.4,NA,1.1,3.1,NA,0,0.1,6.2,NA,24170,FantasyPros,15699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,QB,NO,NA,1.6,1,11.5,NA,0,0,NA,3.5,16.5,NA,0.2,0,3.2,NA,17115,FantasyPros,13424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacob Eason,QB,CAR,NA,0,0,21.7,NA,0.1,0.1,NA,0,0.1,NA,0,0,1.2,NA,19220,FantasyPros,14780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colt McCoy,QB,ARI,NA,1.5,1.1,11.9,NA,0.1,0,NA,0.2,0.9,NA,0,0,1,NA,9702,FantasyPros,9899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Daniel,QB,LAC,NA,1.5,0.9,9.8,NA,0.1,0,NA,0.3,1.1,NA,0,0,0.9,NA,9111,FantasyPros,9706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,WAS,NA,1.4,0.8,11.7,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.9,NA,13932,FantasyPros,12476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Henne,QB,KC,NA,1.5,0.9,9.4,NA,0.1,0,NA,0.2,1,NA,0,0,0.9,NA,9101,FantasyPros,9073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,1.3,0.9,11.4,NA,0.1,0.1,NA,0.2,0.6,NA,0,0,0.9,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,CHI,NA,1,0.6,11.2,NA,0.1,0.1,NA,0.2,0.5,NA,0,0,0.8,NA,14142,FantasyPros,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trace McSorley,QB,ARI,NA,0,0,13.3,NA,0,0.1,NA,0,0.5,NA,0,0,0.8,NA,18475,FantasyPros,14061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,PHI,NA,1.2,0.7,9.1,NA,0.1,0,NA,0.3,0.9,NA,0,0,0.8,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,1.3,0.7,8.2,NA,0.1,0,NA,0.1,0.2,NA,0,0,0.7,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,CIN,NA,1.4,0.9,11.2,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.7,NA,15745,FantasyPros,12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,1.4,0.8,10.4,NA,0.1,0,NA,0.3,0.6,NA,0,0,0.7,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,1.3,0.8,8.9,NA,0.1,0,NA,0.3,0.9,NA,0,0,0.7,NA,19297,FantasyPros,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,TB,NA,0,0,13.8,NA,0.1,0.1,NA,0,0.1,NA,0,0,0.7,NA,9858,FantasyPros,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,1.3,0.8,8.8,NA,0.1,0,NA,0.3,0.7,NA,0,0,0.7,NA,10007,FantasyPros,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Case Keenum,QB,BUF,NA,1.6,1,11.7,NA,0.1,0,NA,0.1,0.3,NA,0,0,0.7,NA,11425,FantasyPros,10948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Foles,QB,IND,NA,1.4,0.9,10.2,NA,0.1,0.1,NA,0.3,0.6,NA,0,0,0.7,NA,11176,FantasyPros,10699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,NYJ,NA,1.4,0.9,9.2,NA,0.1,0,NA,0.2,1,NA,0,0.1,0.7,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,1.5,0.9,9.7,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.7,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,DEN,NA,1.4,0.8,9.9,NA,0.1,0,NA,0.3,0.2,NA,0,0,0.7,NA,18323,FantasyPros,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,0.9,0.6,11.8,NA,0,0,NA,0.1,0.3,NA,0,0,0.6,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,0.8,0.5,10,NA,0,0,NA,0.1,0.2,NA,0,0,0.6,NA,20080,FantasyPros,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,CLE,NA,1.1,0.8,9.3,NA,0,0,NA,0.3,1,NA,0,0,0.6,NA,16417,FantasyPros,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,1.4,0.9,9.5,NA,0.1,0,NA,0.2,0.4,NA,0,0.1,0.6,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Wolford,QB,LAR,NA,1.4,0.9,9.5,NA,0,0.1,NA,0.2,0.8,NA,0,0,0.4,NA,18185,FantasyPros,15035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,CAR,NA,1.3,0.8,8,NA,0,0.1,NA,0.2,0.9,NA,0,0,0.3,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,1.5,0.9,7.6,NA,0,0.1,NA,0.2,0.8,NA,0,0,0.3,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,40,26,300,NA,2.5,0.7,NA,6,35,NA,0.3,0.1,29.9,NA,NA,FantasySharks,13589,@KCC,0.9,0.7,0.4,0.1,0.1,0.3,1.4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,27.8,17.8,198,NA,1.6,1.1,NA,12.5,75,NA,0.3,0.1,24.4,NA,NA,FantasySharks,13593,@NYG,0.7,0.4,0.1,0.1,0.1,0.1,2.5,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,34,23,258,NA,2.2,0.8,NA,5,30,NA,0.1,0.1,24.1,NA,NA,FantasySharks,13116,BUF,1.5,0.3,0.1,0.1,0.2,0,2.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,39.5,26.4,261,NA,1.4,0.6,NA,5.8,28,NA,0.4,0.1,23.3,NA,NA,FantasySharks,14056,@SEA,0.7,0.2,0.4,0,0.1,0.1,1.8,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,27.9,17.5,213,NA,0.9,0.7,NA,11.5,54,NA,0.7,0.1,23.2,NA,NA,FantasySharks,14783,DAL,0.4,0.2,0.1,0.1,0,0.1,2.2,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,37,25,274,NA,1.9,0.7,NA,3.7,12,NA,0.1,0.1,22.7,NA,NA,FantasySharks,14779,DEN,0.8,0.8,0.2,0,0.1,0.1,1.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Aaron",QB,GBP,NA,34.4,23.2,256,NA,2.2,0.3,NA,2,5,NA,0.1,0.1,22.5,NA,NA,FantasySharks,7836,NYJ,1.3,0.4,0.3,0.1,0,0.1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,30.5,20.6,244,NA,2,0.4,NA,3.1,13,NA,0.2,0.1,22.4,NA,NA,FantasySharks,11150,ARI,0.4,0.6,0.2,0.3,0.2,0.3,2,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",QB,MIN,NA,37.7,25.2,277,NA,1.9,0.6,NA,1.7,7,NA,0.1,0.1,22.3,NA,NA,FantasySharks,10700,@MIA,0.9,0.4,0.3,0.1,0.1,0.1,1.8,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brady, Tom",QB,TBB,NA,43.3,29.2,304,NA,1.9,0.4,NA,1.4,1,NA,0,0.3,22.3,NA,NA,FantasySharks,5848,@PIT,1.2,0.2,0.2,0.1,0.1,0.1,1.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",QB,CIN,NA,33,22.3,252,NA,1.6,0.9,NA,3.7,12,NA,0.1,0.1,20.2,NA,NA,FantasySharks,14777,@NOS,0.7,0.3,0.1,0.1,0.1,0.4,3.8,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,29,19,232,NA,1.4,0.5,NA,3,18,NA,0.1,0,19.3,NA,NA,FantasySharks,10703,@LAC,0.5,0.3,0.3,0.1,0.1,0.1,2.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",QB,NYG,NA,34.8,22.1,221,NA,0.9,0.4,NA,4.9,27,NA,0.3,0.2,18.6,NA,NA,FantasySharks,14059,BAL,0.4,0.2,0,0.2,0,0.1,2.2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,36,24.3,252,NA,1.6,1.1,NA,2,4,NA,0.1,0.3,18.2,NA,NA,FantasySharks,9431,CAR,0.7,0.6,0.1,0,0,0.3,2.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",QB,SFO,NA,29.4,18.7,237,NA,1.3,0.6,NA,2.3,5,NA,0.1,0.2,17.3,NA,NA,FantasySharks,11760,@ATL,0.6,0.3,0.1,0.1,0.1,0.1,1.8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,35.5,22.7,217,NA,0.8,1,NA,2.1,7,NA,0.4,0.1,16.3,NA,NA,FantasySharks,15692,TBB,0.5,0.1,0.1,0.1,0,0,1.7,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,28,18.9,212,NA,1.4,0.7,NA,2.3,7,NA,0.1,0.3,16.1,NA,NA,FantasySharks,12620,@PHI,0.7,0.3,0.3,0.1,0,0,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,35.4,21.6,227,NA,1.1,0.9,NA,3.6,16,NA,0.1,0.5,16,NA,NA,FantasySharks,15237,@IND,0.6,0.3,0.1,0,0,0,1.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,NOS,NA,26.9,16.9,200,NA,1.2,1,NA,3.7,14,NA,0.1,0.2,16,NA,NA,FantasySharks,12140,CIN,0.6,0.5,0.1,0,0,0.1,2.4,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,ATL,NA,22,14.9,186,NA,1,0.6,NA,5.2,21,NA,0.2,0.4,15.6,NA,NA,FantasySharks,12141,SFO,0.4,0.5,0.1,0,0,0,2.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryan, Matt",QB,IND,NA,34.9,22.9,247,NA,1.1,0.9,NA,2.4,4,NA,0,0.4,15.6,NA,NA,FantasySharks,9099,JAC,0.5,0.5,0.1,0,0.1,0,3.3,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wentz, Carson",QB,WAS,NA,29.5,19,200,NA,1.3,0.9,NA,2.6,12,NA,0,0.2,15.5,NA,NA,FantasySharks,12610,@CHI,0.4,0.3,0.2,0.1,0.1,0.1,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,25,16.9,202,NA,1.3,0.9,NA,1.9,6,NA,0.1,0.2,15.3,NA,NA,FantasySharks,14778,MIN,0.6,0.3,0.2,0,0.1,0.1,2.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,31.6,18,203,NA,0.9,1,NA,2.4,12,NA,0.3,0.3,14.9,NA,NA,FantasySharks,15239,@GBP,0.5,0.2,0.1,0,0.1,0.1,3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,CHI,NA,25,15.1,180,NA,0.8,0.8,NA,6,30,NA,0.1,0.2,14.7,NA,NA,FantasySharks,15238,WAS,0.3,0.2,0,0,0,0.1,3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,25,16.9,200,NA,1.2,0,NA,1.3,-1.8,NA,0,0,14.6,NA,NA,FantasySharks,13124,@PHI,0.6,0.3,0.2,0.1,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,27,18.1,202,NA,1,1.1,NA,3.3,10,NA,0.1,0.3,14.4,NA,NA,FantasySharks,15241,@CLE,0.5,0.2,0.2,0,0.1,0,1.9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,NEP,NA,27,18,202,NA,0.9,0.1,NA,1.2,0,NA,0,0.1,13.5,NA,NA,FantasySharks,15696,@CLE,0.5,0.2,0.2,0,0,0,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,CAR,NA,29.2,16.2,183,NA,0.9,0.9,NA,2.9,11,NA,0.2,0.2,13.5,NA,NA,FantasySharks,13590,@LAR,0.3,0.3,0.1,0,0,0.3,3.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,CLE,NA,25.8,16.1,169,NA,0.8,0.7,NA,3,15,NA,0.1,0,13.2,NA,NA,FantasySharks,12616,NEP,0.5,0.3,0,0,0,0,1.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker, P.J.",QB,CAR,NA,23,15,166,NA,0.5,0.5,NA,0.9,3,NA,0,0.1,10.1,NA,NA,FantasySharks,13416,@LAR,0.3,0.2,0,0,0,0,1.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,NOS,NA,4.9,3.1,34,NA,0.3,0.1,NA,1.9,11,NA,0.2,0,5.3,NA,NA,FantasySharks,10313,CIN,0.1,0.1,0,0,0,0.1,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,WAS,NA,9.5,6.2,63,NA,0.3,0.3,NA,1.1,6,NA,0,0.1,4.8,NA,NA,FantasySharks,12476,@CHI,0.1,0.1,0.1,0,0.1,0,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,MIA,NA,7.2,4.2,51,NA,0.3,0.2,NA,0.4,2,NA,0,0,3.7,NA,NA,FantasySharks,11640,MIN,0.2,0.1,0,0,0,0,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,BAL,NA,8.1,4.8,44,NA,0.1,0,NA,2.5,15,NA,0,0.3,3.6,NA,NA,FantasySharks,14789,@NYG,0.1,0,0,0,0,0,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,NYJ,NA,4,2.6,32,NA,0.3,0.1,NA,0,0.1,NA,0,0,2.6,NA,NA,FantasySharks,9064,@GBP,0,0.3,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siemian, Trevor",QB,CHI,NA,4.5,2.4,30,NA,0.2,0.1,NA,0.8,3,NA,0.1,0.1,2.4,NA,NA,FantasySharks,12381,WAS,0,0.1,0,0,0,0,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,PIT,NA,5.5,3.2,32,NA,0.1,0.2,NA,0.4,2,NA,0,0,2,NA,NA,FantasySharks,13115,TBB,0.1,0,0,0,0,0,0.7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Love, Jordan",QB,GBP,NA,3,2,27,NA,0.1,0.2,NA,0.9,1,NA,0,0,1.6,NA,NA,FantasySharks,14782,NYJ,0,0,0,0,0,0.1,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,5.1,2.5,24,NA,0.1,0.5,NA,1.1,7,NA,0,0,1.6,NA,NA,FantasySharks,10413,BAL,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCoy, Colt",QB,ARI,NA,4.5,2.9,29,NA,0,0.1,NA,1.2,3,NA,0,0.1,1.6,NA,NA,FantasySharks,9899,@SEA,0,0,0,0,0,0,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,NYJ,NA,1.7,1.1,13,NA,0.1,0.1,NA,0,0,NA,0,0,1.1,NA,NA,FantasySharks,13598,@GBP,0,0.1,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,0.9,0.6,7,NA,0.1,0,NA,0.9,1,NA,0.1,0,1,NA,NA,FantasySharks,15698,@ATL,0,0,0,0,0,0,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McSorley, Trace",QB,ARI,NA,1.4,0.8,6,NA,0,0,NA,1.1,4,NA,0,0,0.7,NA,NA,FantasySharks,14061,@SEA,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gabbert, Blaine",QB,TBB,NA,1.7,1,11,NA,0.1,0,NA,1,-0.4,NA,0,0,0.7,NA,NA,FantasySharks,10262,@PIT,0,0,0.1,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
