player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,rec,rec_yds,rec_tds,two_pts
Kenny Pickett,QB,PIT,NA,37.5,24.2,229.1,NA,1,1.4,NA,2.9,12.2,NA,0.1,0.1,13.7,NA,22722,FantasyPros,15692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,NE,NA,28.8,19,210.8,NA,1.1,1,NA,3.3,12.9,NA,0.1,0.2,13.5,NA,20156,FantasyPros,15241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PJ Walker,QB,CAR,NA,33.4,20.9,216.3,NA,1.1,1.1,NA,1.5,6.7,NA,0,0.1,12.7,NA,16841,FantasyPros,13416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,DEN,NA,22.8,13.8,140.5,NA,0.7,0.7,NA,1.7,2.2,NA,0.1,0.1,8,NA,18323,FantasyPros,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bailey Zappe,QB,NE,NA,12.7,8.6,64,NA,0.4,0.4,NA,0.9,1,NA,0,0.1,3.5,NA,24027,FantasyPros,15696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,QB,NO,NA,0,0,0,NA,0,0,NA,4.2,20.2,NA,0.2,0,3.3,NA,17115,FantasyPros,13424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,TEN,NA,8,5,43,NA,0.2,0.2,NA,0.9,2.8,NA,0,0,2.7,NA,23499,FantasyPros,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,1.4,0.8,15.5,NA,0.1,0,NA,0.3,0.4,NA,0,0,1,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,CIN,NA,1.4,0.9,11,NA,0.1,0,NA,0.2,1,NA,0,0,0.9,NA,15745,FantasyPros,12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Case Keenum,QB,BUF,NA,1.5,1,11.6,NA,0.1,0,NA,0.1,0.5,NA,0,0,0.9,NA,11425,FantasyPros,10948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Johnson,QB,DEN,NA,1.4,0.9,9.8,NA,0.1,0,NA,0.3,1.1,NA,0,0,0.9,NA,9326,FantasyPros,9207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,1.2,0.8,8.9,NA,0.1,0,NA,0.3,1.4,NA,0,0,0.9,NA,10007,FantasyPros,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,PHI,NA,1.2,0.7,10.1,NA,0.1,0,NA,0.3,1.5,NA,0,0,0.9,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,1.2,0.8,9,NA,0.1,0,NA,0.2,1.3,NA,0,0,0.9,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Foles,QB,IND,NA,1.3,0.8,9,NA,0.1,0,NA,0.3,1.2,NA,0,0,0.9,NA,11176,FantasyPros,10699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colt McCoy,QB,ARI,NA,1.5,1,13.8,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.9,NA,9702,FantasyPros,9899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,WAS,NA,1,0.7,16.6,NA,0.1,0.1,NA,0.1,0.4,NA,0,0,0.9,NA,23045,FantasyPros,15693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teddy Bridgewater,QB,MIA,NA,1.5,1,12.8,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.8,NA,12088,FantasyPros,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Allen,QB,HOU,NA,1.3,0.8,9.7,NA,0.1,0,NA,0.1,0.4,NA,0,0,0.8,NA,17869,FantasyPros,13879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,1.4,0.8,7.3,NA,0.1,0,NA,0.2,1.2,NA,0,0,0.8,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jarrett Stidham,QB,LV,NA,1.5,0.9,11.1,NA,0.1,0,NA,0.2,1.4,NA,0,0,0.8,NA,18604,FantasyPros,14063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Sudfeld,QB,DET,NA,1.4,0.8,10.2,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.8,NA,15833,FantasyPros,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,1.3,0.8,9.1,NA,0.1,0,NA,0.3,1,NA,0,0,0.8,NA,19297,FantasyPros,14789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,1.6,1,8.6,NA,0.1,0.1,NA,0.2,0.9,NA,0,0,0.7,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desmond Ridder,QB,ATL,NA,0.8,0.5,7.6,NA,0.1,0,NA,0.1,0.3,NA,0,0,0.7,NA,20080,FantasyPros,15697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,1.5,1,11,NA,0.1,0,NA,0.3,0.4,NA,0,0.1,0.7,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Dobbs,QB,CLE,NA,1.1,0.7,11.8,NA,0,0.1,NA,0.3,1.1,NA,0,0,0.7,NA,16417,FantasyPros,13119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blaine Gabbert,QB,TB,NA,0,0,12.1,NA,0,0.1,NA,0,0,NA,0,0,0.6,NA,9858,FantasyPros,10262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,1.3,0.8,13.2,NA,0,0.1,NA,0.2,0.3,NA,0,0,0.6,NA,19797,FantasyPros,15698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Siemian,QB,CHI,NA,1,0.5,11.6,NA,0,0.1,NA,0.2,0.6,NA,0,0,0.6,NA,14142,FantasyPros,12381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,NYJ,NA,1.4,0.8,8.7,NA,0.1,0.1,NA,0.2,1.2,NA,0,0.1,0.6,NA,9300,FantasyPros,9064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,1.4,0.7,10.6,NA,0,0.1,NA,0.2,0.5,NA,0,0,0.5,NA,19246,FantasyPros,14782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Feleipe Franks,QB,ATL,NA,0,0,5.2,NA,0,0,NA,0.2,0.3,NA,0,0,0.4,NA,20081,FantasyPros,15244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,CAR,NA,1.3,0.8,8.6,NA,0,0.1,NA,0.2,1.1,NA,0,0,0.4,NA,17236,FantasyPros,13592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,CAR,NA,1.3,0.8,8.6,NA,0,0.1,NA,0.2,1.1,NA,0,0,0.4,NA,17237,FantasyPros,13590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Wolford,QB,LAR,NA,1.3,0.9,9.3,NA,0,0.1,NA,0.2,0.7,NA,0,0,0.3,NA,18185,FantasyPros,15035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,1.2,0.7,7.6,NA,0,0,NA,0,0.1,NA,0,0,0.3,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,32.5,21.3,249,NA,2.2,0.8,NA,8.6,51,NA,0.3,0.2,26.8,NA,NA,FantasySharks,13589,GBP,0.8,0.7,0.3,0.1,0.1,0.2,1.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,32,21,242,NA,1.1,0.5,NA,10.3,47,NA,0.8,0.1,25.2,NA,NA,FantasySharks,14783,PIT,0.5,0.3,0.1,0.1,0,0.1,2.1,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,28,17.5,200,NA,1.5,1,NA,12.2,73,NA,0.3,0.2,23.7,NA,NA,FantasySharks,13593,@TBB,0.7,0.4,0.1,0.1,0.1,0.1,2.5,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",QB,MIN,NA,39.2,26.2,283,NA,2.1,0.5,NA,1.6,6,NA,0.1,0.1,23.3,NA,NA,FantasySharks,10700,ARI,1.1,0.4,0.3,0.1,0.1,0.1,1.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",QB,CIN,NA,33.3,22.5,270,NA,1.9,0.7,NA,3.6,13,NA,0.2,0.1,23.2,NA,NA,FantasySharks,14777,@CLE,0.7,0.3,0.1,0.2,0.1,0.5,3.6,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,39.3,26.4,262,NA,1.3,0.6,NA,6.2,35,NA,0.3,0.1,22.9,NA,NA,FantasySharks,14056,@MIN,0.6,0.2,0.3,0,0.1,0,2.1,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brady, Tom",QB,TBB,NA,45.3,30.4,309,NA,1.7,0.3,NA,1.2,0,NA,0,0.2,21.9,NA,NA,FantasySharks,5848,BAL,1,0.3,0.2,0.1,0.1,0.1,1.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,35,23.6,255,NA,1.7,0.7,NA,2.9,8,NA,0.1,0.2,19.6,NA,NA,FantasySharks,12620,CHI,0.9,0.3,0.3,0.1,0,0,2,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,LVR,NA,36.8,24.1,274,NA,1.4,0.8,NA,2.3,8,NA,0.1,0.2,19.3,NA,NA,FantasySharks,11644,@NOS,0.6,0.3,0.1,0.1,0.1,0.1,2.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,28.3,19.1,221,NA,1.6,0.4,NA,3.9,18,NA,0.2,0.2,19.3,NA,NA,FantasySharks,11150,NYG,0.3,0.4,0.4,0.2,0.1,0.2,2.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,34.6,22.8,250,NA,1.4,0.7,NA,2.4,7,NA,0.2,0.1,19.2,NA,NA,FantasySharks,14778,@DET,0.9,0.2,0.1,0,0.1,0.1,1.7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",QB,NYG,NA,30.4,19.5,195,NA,0.9,0.4,NA,7.5,45,NA,0.3,0.3,19,NA,NA,FantasySharks,14059,@SEA,0.4,0.1,0,0.2,0,0.1,2.5,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Aaron",QB,GBP,NA,30.3,20.4,217,NA,1.8,0.3,NA,2.1,5,NA,0.1,0.2,18.5,NA,NA,FantasySharks,7836,@BUF,1,0.3,0.4,0,0,0.1,2.3,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,36,23.4,253,NA,1.6,0.7,NA,1.4,5,NA,0,0.4,18.4,NA,NA,FantasySharks,12611,MIA,0.8,0.2,0.3,0.2,0.1,0,1.9,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stafford, Matthew",QB,LAR,NA,33.3,22.5,252,NA,1.6,1.2,NA,2.1,4,NA,0,0.3,17.9,NA,NA,FantasySharks,9431,SFO,0.8,0.5,0.1,0,0,0.2,2.7,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,35.3,23.2,237,NA,1.3,0.6,NA,1.2,3,NA,0.1,0.1,16.9,NA,NA,FantasySharks,15252,TEN,0.4,0.4,0.3,0,0.1,0,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heinicke, Taylor",QB,WAS,NA,32.9,20.7,216,NA,1.3,0.9,NA,3.3,16,NA,0.1,0.1,16.8,NA,NA,FantasySharks,12476,@IND,0.4,0.3,0.1,0.3,0.1,0.1,2.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,30,19,222,NA,1.1,0.5,NA,2.5,11,NA,0.1,0,16.8,NA,NA,FantasySharks,10703,@JAC,0.4,0.3,0.2,0.1,0,0.1,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker, P.J.",QB,CAR,NA,32.3,19.1,199,NA,1.3,0.5,NA,2.4,9,NA,0.2,0.2,16.6,NA,NA,FantasySharks,13416,@ATL,0.4,0.3,0.4,0,0,0.2,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,NOS,NA,25,16.9,212,NA,1.1,0.8,NA,2,9,NA,0.2,0,16.4,NA,NA,FantasySharks,10313,LVR,0.4,0.4,0.1,0,0.1,0.1,1.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,31,20,212,NA,0.9,0.9,NA,4.4,18,NA,0.2,0.5,15.9,NA,NA,FantasySharks,15237,DEN,0.5,0.2,0.1,0,0,0.1,2,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",QB,TEN,NA,25.2,16.8,188,NA,1.1,0.8,NA,3.2,12,NA,0.3,0.2,15.9,NA,NA,FantasySharks,10697,@HOU,0.6,0.3,0.1,0.1,0,0.1,2.6,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Garoppolo, Jimmy",QB,SFO,NA,27.2,17.7,219,NA,1.2,0.9,NA,2.6,6,NA,0.1,0.3,15.8,NA,NA,FantasySharks,11760,@LAR,0.5,0.4,0.1,0.1,0.1,0.1,2.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,28,18.9,222,NA,1,1,NA,3.4,12,NA,0.1,0.3,15.6,NA,NA,FantasySharks,15241,@NYJ,0.5,0.2,0.2,0.1,0.1,0,1.7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,33,18.9,210,NA,0.8,0.7,NA,2.5,11,NA,0.2,0.2,15.2,NA,NA,FantasySharks,15239,NEP,0.4,0.2,0.1,0,0.1,0.1,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mariota, Marcus",QB,ATL,NA,20,13,172,NA,0.8,0.5,NA,4.9,23,NA,0.3,0.3,15.1,NA,NA,FantasySharks,12141,CAR,0.3,0.3,0,0,0,0.1,2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,NEP,NA,28,18.9,222,NA,1.1,1,NA,3,10,NA,0,0.4,15,NA,NA,FantasySharks,15696,@NYJ,0.5,0.2,0.2,0.1,0.1,0,1.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehlinger, Sam",QB,IND,NA,30,19,215,NA,1,1,NA,5,14,NA,0,0.3,14.7,NA,NA,FantasySharks,15250,WAS,0.4,0.3,0.1,0.1,0.1,0.1,2.8,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winston, Jameis",QB,NOS,NA,26,17,200,NA,1,0.8,NA,2.8,11,NA,0.1,0.1,14.7,NA,NA,FantasySharks,12140,LVR,0.4,0.4,0,0,0,0.1,1.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fields, Justin",QB,CHI,NA,20.1,11.9,147,NA,0.6,1,NA,8.7,48,NA,0.2,0.2,14.3,NA,NA,FantasySharks,15238,@DAL,0.2,0.1,0.1,0,0.1,0.1,3.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,31.1,20.2,182,NA,0.7,1.3,NA,2.4,11,NA,0.3,0.1,13.4,NA,NA,FantasySharks,15692,@PHI,0.5,0.1,0.1,0,0,0,1.8,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,CLE,NA,27,17,200,NA,0.7,0.9,NA,3,15,NA,0.1,0.4,13.1,NA,NA,FantasySharks,12616,CIN,0.3,0.3,0,0,0,0,2.7,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,DEN,NA,25,16,181,NA,0.6,1,NA,5,15,NA,0.1,0,12.6,NA,NA,FantasySharks,14065,@JAC,0.4,0.1,0,0.1,0,0,2.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mond, Kellen",QB,CLE,NA,17.2,10.8,122,NA,0.6,1,NA,2.3,10,NA,0.1,0.5,7.8,NA,NA,FantasySharks,15243,CIN,0.3,0.2,0,0,0,0.1,3.6,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willis, Malik",QB,TEN,NA,15,8,115,NA,0.5,0.5,NA,2,8,NA,0,0.3,7.5,NA,NA,FantasySharks,15694,@HOU,0.2,0.2,0,0.1,0,0,0.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,MIA,NA,11.7,7.2,95,NA,0.5,0.4,NA,0.5,3,NA,0,0,6.9,NA,NA,FantasySharks,11640,@DET,0.5,0.1,0,0,0,0,0.9,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,NYJ,NA,14.3,9.2,99,NA,0.5,1.4,NA,0.3,-0.1,NA,0,0,5.4,NA,NA,FantasySharks,13598,NEP,0.2,0.3,0,0,0,0,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,CAR,NA,12,7,78,NA,0.2,0.5,NA,0.6,2,NA,0,0.2,4.5,NA,NA,FantasySharks,13592,@ATL,0.1,0.1,0,0,0,0,1.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,PIT,NA,6.2,4,50,NA,0.2,0.2,NA,1.8,3,NA,0,0,3.6,NA,NA,FantasySharks,13115,@PHI,0.2,0,0,0,0,0,0.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,BAL,NA,8.2,4.9,45,NA,0.1,0,NA,2.4,13,NA,0,0.3,3.4,NA,NA,FantasySharks,14789,@TBB,0.1,0,0,0,0,0,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,NYJ,NA,4.5,2.9,35,NA,0.3,0.1,NA,0,0,NA,0,0,2.9,NA,NA,FantasySharks,9064,NEP,0,0.3,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCoy, Colt",QB,ARI,NA,6,3.9,40,NA,0.1,0.1,NA,1.5,4,NA,0,0.1,2.3,NA,NA,FantasySharks,9899,@MIN,0,0,0,0,0.1,0,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Mason",QB,PIT,NA,5.5,3.3,28,NA,0.2,0.3,NA,0.8,5,NA,0,0,2.2,NA,NA,FantasySharks,13595,@PHI,0.2,0,0,0,0,0,1.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siemian, Trevor",QB,CHI,NA,3.6,1.9,24,NA,0.1,0.1,NA,0.9,4,NA,0,0.1,1.8,NA,NA,FantasySharks,12381,@DAL,0,0.1,0,0,0,0,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,4.8,2.4,23,NA,0.1,0.6,NA,1.4,8,NA,0,0,1.6,NA,NA,FantasySharks,10413,@SEA,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
