player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,two_pts
Cooper Rush,QB,DAL,NA,1.4,0.8,12.4,NA,0.1,0,NA,0.3,0.4,NA,0,0,0.8,NA,16477,FantasyPros,13124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Easton Stick,QB,LAC,NA,0,0,13.8,NA,0.1,0.1,NA,0,0.2,NA,0,0,0.8,NA,18446,FantasyPros,14069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,NYJ,NA,1.4,0.8,8.8,NA,0.1,0.1,NA,0.2,1.3,NA,0,0,0.8,NA,22679,FantasyPros,15239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitch Trubisky,QB,PIT,NA,1.5,0.9,9.5,NA,0.1,0,NA,0.3,0.7,NA,0,0,0.8,NA,16381,FantasyPros,13115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Lock,QB,SEA,NA,1.3,0.9,9.3,NA,0.1,0,NA,0.2,0.6,NA,0,0,0.7,NA,18225,FantasyPros,14057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Daniel,QB,LAC,NA,1.6,1,9.8,NA,0.1,0,NA,0.2,0.5,NA,0,0,0.7,NA,9111,FantasyPros,9706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colt McCoy,QB,ARI,NA,1.5,0.9,11.6,NA,0.1,0.1,NA,0.2,0.4,NA,0,0,0.7,NA,9702,FantasyPros,9899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,CIN,NA,1.4,1,9.8,NA,0.1,0,NA,0.2,0.4,NA,0,0,0.7,NA,15745,FantasyPros,12621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew II,QB,PHI,NA,1.2,0.8,8.6,NA,0.1,0,NA,0.3,0.8,NA,0,0,0.7,NA,18562,FantasyPros,14067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Henne,QB,KC,NA,1.6,1,10.1,NA,0.1,0,NA,0.2,0.1,NA,0,0,0.7,NA,9101,FantasyPros,9073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYG,NA,1.2,0.8,7.6,NA,0.1,0,NA,0.3,0.8,NA,0,0,0.7,NA,10007,FantasyPros,10413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Case Keenum,QB,BUF,NA,1.4,0.8,10.3,NA,0.1,0.1,NA,0.1,0.3,NA,0,0,0.6,NA,11425,FantasyPros,10948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,TEN,NA,1.1,0.6,10.9,NA,0,0.1,NA,0.3,0.8,NA,0,0,0.6,NA,23499,FantasyPros,15694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,1.5,1,9.1,NA,0.1,0,NA,0.2,0.3,NA,0,0.1,0.5,NA,16726,FantasyPros,13968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Sudfeld,QB,DET,NA,1.1,0.6,8.9,NA,0,0,NA,0.3,0.2,NA,0,0,0.5,NA,15833,FantasyPros,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Grier,QB,DAL,NA,0,0,12.7,NA,0,0.2,NA,0,0,NA,0,0,0.5,NA,18241,FantasyPros,14062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Rypien,QB,DEN,NA,1.3,0.8,9,NA,0,0,NA,0.3,0.6,NA,0,0,0.5,NA,18323,FantasyPros,14065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Beathard,QB,JAC,NA,1.4,0.8,9.3,NA,0,0,NA,0.2,0.5,NA,0,0,0.5,NA,16419,FantasyPros,13125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Trask,QB,TB,NA,1.2,0.7,7,NA,0,0,NA,0.1,0.1,NA,0,0,0.3,NA,19800,FantasyPros,15242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mahomes, Patrick",QB,KCC,NA,35.2,23.2,279,NA,2.2,0.8,NA,4.5,27,NA,0.2,0.1,25.5,NA,NA,FantasySharks,13116,@DEN,1.3,0.4,0.1,0.2,0.2,0,1.8,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurts, Jalen",QB,PHI,NA,27.6,18,216,NA,1.4,0.4,NA,10.7,54,NA,0.6,0.2,25,NA,NA,FantasySharks,14783,@NYG,0.5,0.3,0.3,0.3,0.1,0.1,2.4,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Josh",QB,BUF,NA,31.9,20.3,234,NA,1.8,1,NA,9.4,56,NA,0.3,0.3,24.9,NA,NA,FantasySharks,13589,NYJ,0.8,0.5,0.2,0.1,0,0.1,2.2,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Justin",QB,LAC,NA,41.4,27.5,289,NA,1.9,0.6,NA,3.6,14,NA,0.1,0.1,23.6,NA,NA,FantasySharks,14779,MIA,0.8,0.6,0.1,0.2,0.1,0.1,2.2,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burrow, Joe",QB,CIN,NA,31.1,21,254,NA,1.8,0.8,NA,4.6,16,NA,0.3,0.1,22.3,NA,NA,FantasySharks,14777,CLE,0.6,0.5,0.2,0.1,0.1,0.3,3.2,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cousins, Kirk",QB,MIN,NA,40,26.5,267,NA,1.8,0.5,NA,1.8,5,NA,0.2,0.1,21.6,NA,NA,FantasySharks,10700,@DET,0.9,0.5,0.3,0,0.1,0.1,1.9,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Kyler",QB,ARI,NA,34.2,23,225,NA,1.3,0.7,NA,6.5,37,NA,0.2,0.1,20.7,NA,NA,FantasySharks,14056,NEP,0.6,0.1,0.3,0.1,0.1,0,2.6,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carr, Derek",QB,LVR,NA,36.9,23.8,278,NA,1.7,0.7,NA,1.6,6,NA,0,0.1,20.3,NA,NA,FantasySharks,11644,@LAR,0.5,0.3,0.2,0.4,0.2,0.1,1.8,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Geno",QB,SEA,NA,30.4,20.5,243,NA,1.7,0.5,NA,4.1,19,NA,0.1,0.4,20.3,NA,NA,FantasySharks,11150,CAR,0.5,0.4,0.3,0.4,0.1,0.1,2.9,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Lamar",QB,BAL,NA,26.9,16.8,186,NA,1.1,0.8,NA,10.1,61,NA,0.2,0.2,20,NA,NA,FantasySharks,13593,@PIT,0.5,0.4,0.1,0,0.1,0.1,2.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tagovailoa, Tua",QB,MIA,NA,32,21.6,255,NA,1.6,0.7,NA,2.3,7,NA,0.1,0.2,19.4,NA,NA,FantasySharks,14778,@LAC,0.8,0.5,0.1,0,0.1,0.1,1.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prescott, Dak",QB,DAL,NA,30,20,235,NA,1.8,1,NA,3.2,11,NA,0.1,0.2,19.3,NA,NA,FantasySharks,12620,HOU,0.8,0.4,0.3,0.2,0,0.1,1.7,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tannehill, Ryan",QB,TEN,NA,32.3,21.1,244,NA,1.3,0.5,NA,2.7,11,NA,0.2,0.1,19.1,NA,NA,FantasySharks,10697,JAC,0.5,0.4,0.1,0,0,0.1,2.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brady, Tom",QB,TBB,NA,42,28,273,NA,1.5,0.4,NA,1.6,0,NA,0,0.1,19.1,NA,NA,FantasySharks,5848,@SFO,1,0.3,0.1,0.1,0,0,1.5,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goff, Jared",QB,DET,NA,36.4,24.1,259,NA,1.5,0.5,NA,1.4,4,NA,0,0.3,18.6,NA,NA,FantasySharks,12611,MIN,0.9,0.2,0.2,0.1,0,0,1.7,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,NEP,NA,35,23.6,255,NA,1.3,0.6,NA,2.4,7,NA,0.1,0.1,18,NA,NA,FantasySharks,15241,@ARI,0.5,0.2,0.2,0.2,0.2,0,2.1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lawrence, Trevor",QB,JAC,NA,35.1,22.3,229,NA,1.2,0.7,NA,3.5,18,NA,0.2,0.4,18,NA,NA,FantasySharks,15237,@TEN,0.7,0.3,0.2,0,0,0,2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Deshaun",QB,CLE,NA,30,20,233,NA,1.2,0.6,NA,4.2,19,NA,0.1,0.3,18,NA,NA,FantasySharks,13113,@CIN,0.7,0.3,0.1,0,0.1,0.1,2.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Purdy, Brock",QB,SFO,NA,28.9,19.3,214,NA,1.5,0.6,NA,3.6,8,NA,0.1,0.2,17.1,NA,NA,FantasySharks,15698,TBB,0.9,0.3,0,0.1,0.1,0.1,2.1,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Daniel",QB,NYG,NA,26.2,16.9,175,NA,0.8,0.5,NA,7.6,42,NA,0.2,0.3,16.5,NA,NA,FantasySharks,14059,PHI,0.5,0.1,0,0.1,0,0.1,3.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Mike",QB,NYJ,NA,34.5,20.2,236,NA,1,1,NA,2.8,10,NA,0.2,0.2,16.5,NA,NA,FantasySharks,13598,@BUF,0.5,0.1,0.1,0,0,0.2,2.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Huntley, Tyler",QB,BAL,NA,28,18,188,NA,1,1,NA,5,22,NA,0.2,0.4,15.2,NA,NA,FantasySharks,14789,@PIT,0.4,0.3,0.1,0,0.1,0.1,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Russell",QB,DEN,NA,31,20,220,NA,0.8,0.4,NA,2.9,12,NA,0.1,0.1,15.2,NA,NA,FantasySharks,10703,KCC,0.3,0.2,0.1,0.1,0,0.1,2.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darnold, Sam",QB,CAR,NA,28,18,192,NA,0.9,0.8,NA,2.9,13,NA,0.3,0.1,15.1,NA,NA,FantasySharks,13592,@SEA,0.4,0.2,0.2,0,0,0.1,2.1,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PIT,NA,32,21,200,NA,0.6,0.8,NA,4.3,20,NA,0.2,0.1,14.9,NA,NA,FantasySharks,15692,BAL,0.3,0.1,0.1,0,0,0,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wolford, John",QB,LAR,NA,30.2,19.6,207,NA,1.2,1.1,NA,2.7,8,NA,0.1,0.3,14.8,NA,NA,FantasySharks,15035,LVR,0.7,0.3,0,0,0,0.2,2.9,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Kyle",QB,HOU,NA,31,20,188,NA,1,1.4,NA,2.3,6,NA,0.1,0.2,13,NA,NA,FantasySharks,13879,@DAL,0.4,0.4,0.2,0,0.1,0,2.9,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,NYJ,NA,24,13.7,159,NA,0.6,1.1,NA,2.2,9,NA,0.2,0.2,10.9,NA,NA,FantasySharks,15239,@BUF,0.4,0.1,0.1,0,0,0.1,3.3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zappe, Bailey",QB,NEP,NA,12.1,8.1,106,NA,0.6,0.5,NA,1.3,-0.2,NA,0,0.3,6.5,NA,NA,FantasySharks,15696,@ARI,0,0,0.2,0.3,0,0,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bridgewater, Teddy",QB,MIA,NA,8.7,5.1,68,NA,0.4,0.4,NA,1.2,3,NA,0,0.1,4.7,NA,NA,FantasySharks,11640,@LAC,0.3,0,0,0,0,0,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,9.4,5.8,62,NA,0.4,0.3,NA,0.7,2,NA,0,0,4.5,NA,NA,FantasySharks,15252,@DAL,0.1,0.1,0.1,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,PIT,NA,6.6,4.2,53,NA,0.2,0.2,NA,1.8,3,NA,0,0,3.9,NA,NA,FantasySharks,13115,BAL,0.2,0,0,0,0,0,0.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCoy, Colt",QB,ARI,NA,9.4,6.4,62,NA,0,0.2,NA,1.8,5,NA,0,0,3.5,NA,NA,FantasySharks,9899,NEP,0,0,0,0,0,0,0.9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker, P.J.",QB,CAR,NA,8.9,4.8,49,NA,0.1,0.7,NA,0.9,4,NA,0,0.1,2.7,NA,NA,FantasySharks,13416,@SEA,0.1,0,0.1,0,0,0,1.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perkins, Bryce",QB,LAR,NA,3,1.6,17,NA,0,0.1,NA,2,11,NA,0,0,1.9,NA,NA,FantasySharks,14792,LVR,0,0,0,0,0,0,0.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,LVR,NA,4.4,2.5,23,NA,0,0,NA,0.4,2,NA,0,0,1.4,NA,NA,FantasySharks,14063,@LAR,0,0,0,0,0,0,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYG,NA,3.9,1.9,16,NA,0,0.7,NA,1.6,10,NA,0,0,1.2,NA,NA,FantasySharks,10413,PHI,0,0,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,3,2,20,NA,0.1,0,NA,1.1,-1.5,NA,0,0,1.1,NA,NA,FantasySharks,13124,HOU,0.1,0,0,0,0,0,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hoyer, Brian",QB,NEP,NA,2.3,1.5,21,NA,0,0,NA,0.6,0,NA,0,0,1.1,NA,NA,FantasySharks,9714,@ARI,0,0,0,0,0,0,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flacco, Joe",QB,NYJ,NA,3,1.8,17,NA,0.1,0.1,NA,0.1,0,NA,0,0,1.1,NA,NA,FantasySharks,9064,@BUF,0.1,0,0,0,0,0,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mayfield, Baker",QB,CAR,NA,2,1.1,12,NA,0.1,0.1,NA,0.2,1,NA,0,0,0.8,NA,NA,FantasySharks,13590,@SEA,0,0,0,0,0,0,0.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brissett, Jacoby",QB,CLE,NA,3,1.7,15,NA,0,0.1,NA,0.8,1,NA,0,0,0.8,NA,NA,FantasySharks,12616,@CIN,0,0,0,0,0,0,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mullens, Nick",QB,MIN,NA,2.2,1.5,12,NA,0,0,NA,0,0,NA,0,0,0.6,NA,NA,FantasySharks,13968,@DET,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Josh",QB,DEN,NA,0.8,0.5,7,NA,0,0,NA,0.9,2,NA,0,0,0.5,NA,NA,FantasySharks,9207,KCC,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Minshew, Gardner",QB,PHI,NA,1.1,0.5,8,NA,0,0,NA,0.3,0.1,NA,0,0,0.3,NA,NA,FantasySharks,14067,@NYG,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Brandon",QB,CIN,NA,1,0.7,5,NA,0,0,NA,0.7,-0.2,NA,0,0,0.3,NA,NA,FantasySharks,12621,CLE,0,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,SEA,NA,0.3,0.2,2,NA,0,0,NA,0,0,NA,0,0,0.2,NA,NA,FantasySharks,14057,CAR,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keenum, Case",QB,BUF,NA,2,0.8,5,NA,0,0.1,NA,1.4,-0.2,NA,0,0,0.2,NA,NA,FantasySharks,10948,NYJ,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,DEN,NA,0.7,0.4,3,NA,0,0.1,NA,0,0.1,NA,0,0,0.1,NA,NA,FantasySharks,14065,KCC,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rudolph, Mason",QB,PIT,NA,0.4,0.2,2,NA,0,0,NA,0,0,NA,0,0,0.1,NA,NA,FantasySharks,13595,BAL,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beathard, C.J.",QB,JAC,NA,0.8,0.5,2,NA,0,0,NA,0.4,0,NA,0,0,0.1,NA,NA,FantasySharks,13125,@TEN,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,30,18.9,228.6,NA,2,0.6,109.6,9.8,51.4,NA,0.6,NA,26.63,NA,15581,FleaFlicker,14783,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB3,18/29,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,38.5,25.1,294.7,NA,2,0.7,106.7,3.7,22.3,NA,0.2,NA,26.52,NA,12894,FleaFlicker,13116,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,8,QB2,25/38,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,35.5,22.8,258.2,NA,2,1,104.2,7.2,42.9,NA,0.4,NA,25.1,NA,13761,FleaFlicker,13589,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB1,22/35,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,35.4,23.8,278,NA,2,0.9,108.9,4.5,21.5,NA,0.4,NA,24.67,NA,15532,FleaFlicker,14777,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB5,23/35,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,40.2,26.9,279.5,NA,2,0.8,102,3.4,13.8,NA,0.1,NA,24.58,NA,15516,FleaFlicker,14779,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,8,QB7,26/40,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,34.5,23.3,272.6,NA,2,0.7,111.4,1.9,4.7,NA,0.1,NA,23.18,NA,12102,FleaFlicker,12611,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB18,23/34,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,31.1,20.4,243,NA,2,0.8,110,3.2,14,NA,0.1,NA,23.09,NA,12159,FleaFlicker,12620,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB8,20/31,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,37,24.2,290.8,NA,2,0.8,106.8,2.5,8.8,NA,0.1,NA,22.24,NA,15533,FleaFlicker,14778,@LACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB6,24/37,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,MIN,NA,37.7,24.5,279.1,NA,2,0.7,105.6,2.2,6.9,NA,0.1,NA,21.87,NA,8625,FleaFlicker,10700,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB11,24/37,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33,23.1,248.1,NA,2,0.6,115.1,4.3,20.4,NA,0.1,NA,21.51,NA,9372,FleaFlicker,11150,CARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB10,23/32,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,LV,NA,33.6,22,258.6,NA,2,0.8,110.4,1.8,5.5,NA,0,NA,19.98,NA,10315,FleaFlicker,11644,@LARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,QB16,22/33,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Watson,QB,CLE,NA,32.6,20.1,241.5,NA,1,0.7,96,6.7,32.8,NA,0.2,NA,19.43,NA,12919,FleaFlicker,13113,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB14,20/32,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,36.5,23.9,239.9,NA,1,0.9,92.2,6.3,35,NA,0.2,NA,19.05,NA,14664,FleaFlicker,14056,NEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,3,QB9,23/36,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
