player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Jaelon Darden,WR,TB,NA,NA,0.2,3.2,NA,NA,0,0,0.4,NA,0,0,0.4,NA,22796,FantasyPros,15321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
River Cracraft,WR,MIA,NA,NA,0.3,3.1,NA,NA,0,0,0.1,NA,0,0,0.4,NA,17224,FantasyPros,13862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penny Hart,WR,SEA,NA,NA,0.2,2.9,NA,NA,0,0,0.1,NA,0,0,0.4,NA,18787,FantasyPros,14316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Kemp,WR,KC,NA,NA,0.3,3,NA,NA,0,0,0,NA,0,0,0.3,NA,16918,FantasyPros,13503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyric McGowan,WR,WAS,NA,NA,0.2,3,NA,NA,0,0,0,NA,0,0,0.3,NA,24631,FantasyPros,16097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Johnson,WR,SEA,NA,NA,0.2,3,NA,NA,0,0,0,NA,0,0,0.3,NA,22808,FantasyPros,15325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethan Fernea,WR,IND,NA,NA,0.3,3,NA,NA,0,0,0,NA,0,0,0.3,NA,24877,FantasyPros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dezmon Patmon,WR,IND,NA,NA,0.2,2,NA,NA,0,0,0,NA,0,0,0.2,NA,19736,FantasyPros,14998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braylon Sanders,WR,MIA,NA,NA,0.2,2,NA,NA,0,0,0,NA,0,0,0.2,NA,24228,FantasyPros,15775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Berryhill III,WR,DET,NA,NA,0.2,2,NA,NA,0,0,0,NA,0,0,0.2,NA,24217,FantasyPros,16096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Britain Covey,WR,PHI,NA,NA,0.1,1.3,NA,NA,0,0,0.1,NA,0,0,0.1,NA,24234,FantasyPros,15772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendric Pryor,WR,JAC,NA,NA,0,1,NA,NA,0,0,0,NA,0,0,0.1,NA,24839,FantasyPros,16015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Justin",WR,MIN,NA,11.4,7.3,108,NA,NA,0.4,NA,1,NA,0.1,0,14.2,NA,NA,FantasySharks,14836,@WAS,1.7,0.1,0.1,0.1,0.1,0,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kupp, Cooper",WR,LAR,NA,9.9,7,86,NA,NA,0.8,NA,4,NA,0.1,0.1,13.8,NA,NA,FantasySharks,13164,@TBB,1.7,0.3,0.3,0,0,0,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,8,5.5,78,NA,NA,0.8,NA,1,NA,0,0,12.6,NA,NA,FantasySharks,14835,CAR,1.2,0.2,0.1,0,0.1,0.2,0.2,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diggs, Stefon",WR,BUF,NA,9.4,6.3,84,NA,NA,0.7,NA,0,NA,0,0,12.4,NA,NA,FantasySharks,12186,@NYJ,1.7,0.2,0.3,0.1,0,0,0.1,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, A.J.",WR,PHI,NA,8.5,5.6,82,NA,NA,0.6,NA,0,NA,0,0,11.9,NA,NA,FantasySharks,14104,@HOU,1.1,0.2,0.1,0.2,0.1,0,0,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,9,6,80,NA,NA,0.6,NA,0,NA,0,0,11.8,NA,NA,FantasySharks,11671,LAR,1.4,0.3,0.2,0,0.1,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, DeAndre",WR,ARI,NA,9.5,6.8,78,NA,NA,0.6,NA,0,NA,0,0,11.6,NA,NA,FantasySharks,11232,SEA,1.1,0.3,0.2,0.2,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adams, Davante",WR,LVR,NA,9.3,5.7,73,NA,NA,0.7,NA,0,NA,0,0,11.4,NA,NA,FantasySharks,11675,@JAC,1.7,0.3,0.1,0,0,0.1,0.1,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Tyreek",WR,MIA,NA,10.8,7.3,93,NA,NA,0.2,NA,3,NA,0,0,11.1,NA,NA,FantasySharks,12801,@CHI,0.5,0.1,0,0,0,0.1,0.1,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,9,6.2,75,NA,NA,0.5,NA,1,NA,0,0.1,10.6,NA,NA,FantasySharks,15284,@CHI,0.8,0.3,0.1,0.1,0,0.1,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,BUF,NA,6.6,4.8,62,NA,NA,0.7,NA,0,NA,0,0,10.1,NA,NA,FantasySharks,14845,@NYJ,1,0.1,0.1,0.1,0.1,0.1,0.2,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,GBP,NA,7,5,57,NA,NA,0.7,NA,1,NA,0,0,9.9,NA,NA,FantasySharks,13632,@DET,1.4,0.3,0.2,0.2,0,0,0,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,8.8,5,63,NA,NA,0.6,NA,0,NA,0,0.1,9.7,NA,NA,FantasySharks,14102,@ARI,1.2,0.1,0.2,0.1,0,0,0.1,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,7.9,5.3,72,NA,NA,0.4,NA,0,NA,0,0.1,9.5,NA,NA,FantasySharks,13156,TEN,1.5,0.1,0,0,0,0.3,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,6.6,4.6,68,NA,NA,0.4,NA,0,NA,0,0,9.4,NA,NA,FantasySharks,12650,CAR,0.6,0.1,0.1,0,0,0,0.2,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olave, Chris",WR,NOS,NA,9.5,5.3,72,NA,NA,0.3,NA,0,NA,0,0.1,9.3,NA,NA,FantasySharks,15754,BAL,1,0.1,0.2,0,0,0,0,4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,8,5.8,60,NA,NA,0.4,NA,3,NA,0,0,9.1,NA,NA,FantasySharks,15287,GBP,1.1,0.2,0.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,7.3,4.9,66,NA,NA,0.4,NA,0,NA,0,0.1,9.1,NA,NA,FantasySharks,12187,@ARI,0.6,0.1,0,0,0.1,0.1,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,8.7,6,70,NA,NA,0.3,NA,1,NA,0,0.1,9.1,NA,NA,FantasySharks,13163,LAR,1.1,0.1,0.2,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,LAC,NA,9,6,66,NA,NA,0.4,NA,0,NA,0,0,8.8,NA,NA,FantasySharks,11222,@ATL,1.3,0.2,0.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,9,6.2,70,NA,NA,0.3,NA,1,NA,0,0.1,8.8,NA,NA,FantasySharks,14842,@NEP,0.8,0.1,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,8.4,4.9,72,NA,NA,0.2,NA,1,NA,0,0,8.8,NA,NA,FantasySharks,14109,MIN,0.8,0,0.1,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,8.1,4.7,62,NA,NA,0.4,NA,2,NA,0,0.1,8.7,NA,NA,FantasySharks,13633,LVR,1,0.3,0.1,0.1,0,0,0,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CAR,NA,9.4,5,65,NA,NA,0.3,NA,4,NA,0,0,8.5,NA,NA,FantasySharks,13635,@CIN,0.7,0,0.1,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,6.8,5,60,NA,NA,0.4,NA,0,NA,0,0,8.5,NA,NA,FantasySharks,15282,@HOU,0.5,0.2,0.2,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doubs, Romeo",WR,GBP,NA,8,5,50,NA,NA,0.6,NA,1,NA,0,0.1,8.5,NA,NA,FantasySharks,15779,@DET,1,0.2,0.3,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,MIN,NA,8,5,53,NA,NA,0.5,NA,0,NA,0,0,8.4,NA,NA,FantasySharks,11938,@WAS,1.2,0.3,0.1,0.1,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,BAL,NA,5.3,3.9,48,NA,NA,0.4,NA,5,NA,0.1,0,8.3,NA,NA,FantasySharks,14847,@NOS,0.7,0.1,0.1,0.1,0,0,0.1,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Meyers, Jakobi",WR,NEP,NA,6.8,4.6,57,NA,NA,0.4,NA,1,NA,0,0,8,NA,NA,FantasySharks,14127,IND,0.8,0.1,0,0.1,0.1,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Michael",WR,NOS,NA,7,4.5,52,NA,NA,0.5,NA,0,NA,0,0,7.9,NA,NA,FantasySharks,12652,BAL,0.8,0.2,0.2,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,6.7,4.1,49,NA,NA,0.3,NA,4,NA,0.1,0,7.5,NA,NA,FantasySharks,15751,LAC,0.7,0.1,0.1,0,0,0,0,3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mooney, Darnell",WR,CHI,NA,7.3,4.2,62,NA,NA,0.2,NA,1,NA,0,0,7.4,NA,NA,FantasySharks,14974,MIA,0.6,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,5.1,3.3,40,NA,NA,0.3,NA,5,NA,0.2,0.1,7.3,NA,NA,FantasySharks,14113,TEN,1,0.3,0,0,0,0,0,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Rondale",WR,ARI,NA,7.5,5.5,56,NA,NA,0.2,NA,1,NA,0,0,7,NA,NA,FantasySharks,15283,SEA,0.8,0.1,0,0,0.1,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Corey",WR,NYJ,NA,5.4,3.2,53,NA,NA,0.3,NA,0,NA,0,0.1,7,NA,NA,FantasySharks,13153,BUF,0.5,0.1,0,0,0,0,0.1,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,TEN,NA,6.7,4.3,53,NA,NA,0.2,NA,1,NA,0,0,6.9,NA,NA,FantasySharks,11228,@KCC,0.8,0.2,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,HOU,NA,7.3,4.5,54,NA,NA,0.2,NA,0,NA,0,0,6.9,NA,NA,FantasySharks,11674,PHI,0.5,0.1,0.1,0.1,0,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Josh",WR,LAC,NA,6.9,3.9,46,NA,NA,0.4,NA,0,NA,0,0,6.8,NA,NA,FantasySharks,15319,@ATL,1.1,0.2,0.1,0.1,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,BUF,NA,4.4,2.7,31,NA,NA,0.4,NA,3,NA,0.1,0,6.5,NA,NA,FantasySharks,13313,@NYJ,0.8,0.3,0,0.1,0,0,0,17,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,5.4,3.5,40,NA,NA,0.4,NA,0,NA,0,0,6.3,NA,NA,FantasySharks,14977,@WAS,0.7,0.2,0,0.1,0,0,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,WAS,NA,7.4,4.7,45,NA,NA,0.1,NA,11,NA,0,0.1,6.3,NA,NA,FantasySharks,13157,MIN,0.9,0.1,0.1,0,0,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,LAR,NA,7,4.5,45,NA,NA,0.3,NA,0.1,NA,0,0,6.2,NA,NA,FantasySharks,11678,@TBB,1.6,0.3,0,0,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,DET,NA,5,3.1,43,NA,NA,0.3,NA,0,NA,0,0,6.2,NA,NA,FantasySharks,13168,GBP,1,0.1,0,0.1,0,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,6.2,4.5,43,NA,NA,0.3,NA,-0.1,NA,0,0.1,5.7,NA,NA,FantasySharks,14123,@JAC,1.1,0.1,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Landry, Jarvis",WR,NOS,NA,4.8,3.1,37,NA,NA,0.2,NA,1,NA,0.1,0,5.6,NA,NA,FantasySharks,11680,BAL,0.4,0,0,0,0,0,0.1,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,5.9,3.1,40,NA,NA,0.2,NA,1,NA,0,0,5.5,NA,NA,FantasySharks,15288,BUF,0.7,0.1,0.1,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,ATL,NA,4,2.7,38,NA,NA,0.3,NA,1,NA,0,0.1,5.5,NA,NA,FantasySharks,14592,LAC,0.4,0.1,0.2,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,5.2,3,44,NA,NA,0.2,NA,0,NA,0,0,5.4,NA,NA,FantasySharks,15768,@NEP,0.7,0.1,0,0,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Garrett",WR,NYJ,NA,6.4,3.7,47,NA,NA,0.1,NA,0,NA,0,0,5.3,NA,NA,FantasySharks,15753,BUF,0.7,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,6.2,2.9,37,NA,NA,0.3,NA,0,NA,0,0,5.3,NA,NA,FantasySharks,15034,BAL,0.9,0.2,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,JAC,NA,7.2,3.9,45,NA,NA,0.1,NA,0,NA,0,0,5.3,NA,NA,FantasySharks,10738,LVR,0.9,0,0.1,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Tre'Quan",WR,NOS,NA,4.4,2.7,39,NA,NA,0.2,NA,0.1,NA,0,0,5.2,NA,NA,FantasySharks,13645,BAL,0.6,0,0.2,0,0,0,0,5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,LVR,NA,4.5,2.7,38,NA,NA,0.2,NA,0,NA,0,0,5.2,NA,NA,FantasySharks,13289,@JAC,0.9,0.1,0,0.1,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,LAR,NA,4.8,2.7,36,NA,NA,0.2,NA,1,NA,0.1,0,5.1,NA,NA,FantasySharks,14858,@TBB,0.8,0.1,0,0,0,0,0.1,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,KCC,NA,5.5,3,50,NA,NA,0,NA,-0.2,NA,0,0,5.1,NA,NA,FantasySharks,13793,TEN,1,0,0,0,0,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,WAS,NA,4.1,2.3,27,NA,NA,0.3,NA,0,NA,0,0,4.9,NA,NA,FantasySharks,15755,MIN,0.5,0.2,0.1,0.1,0,0,0,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,4.1,2.5,38,NA,NA,0.1,NA,1,NA,0,0,4.6,NA,NA,FantasySharks,12176,IND,0.2,0,0,0.1,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,JAC,NA,6.5,4.1,40,NA,NA,0.1,NA,3,NA,0,0,4.6,NA,NA,FantasySharks,13176,LVR,0.8,0,0.1,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,IND,NA,4.3,2.8,31,NA,NA,0.2,NA,1,NA,0,0,4.4,NA,NA,FantasySharks,14112,@NEP,0.4,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LAC,NA,4.8,3.1,33,NA,NA,0.1,NA,0,NA,0,0,4.2,NA,NA,FantasySharks,12394,@ATL,1,0,0,0.1,0,0,0,39,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,3.9,2.4,35,NA,NA,0.1,NA,2,NA,0,0.1,4,NA,NA,FantasySharks,13066,GBP,0.4,0,0,0,0,0,0.1,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,BAL,NA,4.2,2.5,31,NA,NA,0.2,NA,0,NA,0,0.1,4,NA,NA,FantasySharks,12785,@NOS,0.6,0,0.1,0,0,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Collins, Nico",WR,HOU,NA,4.5,2.5,37,NA,NA,0,NA,0,NA,0,0,4,NA,NA,FantasySharks,15290,PHI,0.2,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westbrook-Ikhine, Nick",WR,TEN,NA,3.6,2.6,32,NA,NA,0.1,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,15109,@KCC,0.3,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
